country_code,country_name,sector_code,sector_name,year,ai_any_pct,ai_any_flag,ai_ge2_pct,ai_ge2_flag,ai_ge3_pct,ai_ge3_flag,ai_workflow_pct,ai_workflow_flag,ai_production_pct,ai_production_flag,ai_logistics_pct,ai_logistics_flag,ai_marketing_pct,ai_marketing_flag,ai_security_pct,ai_security_flag,value_added_meur_ge10,persons_employed_ge10,av_size_groups_available,emp_size_groups_available,labour_productivity_keur,missing_ai_measures,ai_any_break,core_complete,balanced_entity
DE,Germany,M,"Professional, scientific and technical activities",2021,25.54,,11.93,,5.55,,8.19,,1.15,,0.09,,1.94,,3.6,,137431.16,1699182.0,4,4,80.88077675022451,0,No,Yes,Yes
DE,Germany,M,"Professional, scientific and technical activities",2023,26.34,,13.15,,6.81,,8.51,,6.09,,0.79,,3.11,,4.7,,143481.3,1742649.0,4,4,82.33516904436866,0,No,Yes,Yes
DE,Germany,M,"Professional, scientific and technical activities",2024,42.29,,23.83,,12.63,,11.67,,12.85,,0.37,,9.08,,7.31,,153080.41,1814793.0,4,4,84.35144393878531,0,No,Yes,Yes
DE,Germany,N,Administrative and support service activities,2021,6.85,,1.69,,0.81,,1.69,,0.75,,0.09,,0.52,,,,120631.12,2788680.0,4,4,43.257426452658606,1,No,Yes,Yes
DE,Germany,N,Administrative and support service activities,2023,11.02,,5.87,,3.64,,2.39,,2.23,,0.78,,,,,,131777.03,2674944.0,4,4,49.263472431572396,2,No,Yes,Yes
DE,Germany,N,Administrative and support service activities,2024,18.91,,10.04,,5.39,,5.53,,4.08,,1.06,,,,,,141108.28,2816173.0,4,4,50.10639616245167,2,No,Yes,Yes
EE,Estonia,C,Manufacturing,2021,2.72,,1.17,,0.3,,0.93,,1.47,,0.52,,0.57,,0.43,,3622.29,95335.0,4,4,37.995384696071746,0,No,Yes,Yes
EE,Estonia,C,Manufacturing,2023,3.12,,0.43,,0.12,,0.75,,1.17,,0.57,,0.49,,0.72,,3801.63,92520.0,4,4,41.08981841763943,0,No,Yes,Yes
EE,Estonia,C,Manufacturing,2024,9.77,,4.48,,1.61,,1.92,,3.37,,0.62,,4.5,,1.47,,3873.72,88961.0,4,4,43.54402490979193,0,No,Yes,Yes
EE,Estonia,F,Construction,2021,0.64,,0.0,,0.0,,0.0,,0.32,,0.0,,0.0,,0.0,,901.03,25491.0,4,4,35.34698521046644,0,No,Yes,Yes
EE,Estonia,F,Construction,2023,3.63,,0.0,,0.0,,0.0,,0.2,,0.49,,0.0,,1.13,,1092.9,24821.0,4,4,44.031263849159984,0,No,Yes,Yes
EE,Estonia,F,Construction,2024,8.05,,2.21,,0.69,,0.51,,1.01,,0.11,,3.0,,2.71,,1149.05,22978.0,4,4,50.006527983288365,0,No,Yes,Yes
EE,Estonia,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,2.07,,1.07,,0.28,,0.37,,0.21,,0.59,,0.85,,0.75,,2377.19,63577.0,4,4,37.39072306022618,0,No,Yes,Yes
EE,Estonia,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2023,3.47,,1.18,,0.4,,1.16,,0.4,,0.85,,1.22,,1.03,,2571.16,65488.0,4,4,39.26154409968238,0,No,Yes,Yes
EE,Estonia,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2024,10.49,,5.21,,2.05,,1.9,,0.8,,1.07,,5.85,,1.96,,2498.99,63715.0,4,4,39.22137644196814,0,No,Yes,Yes
EE,Estonia,H,Transportation and storage,2021,2.36,,0.18,,0.18,,0.53,,0.36,,1.51,,0.17,,0.78,,1124.69,27376.0,4,4,41.08306545879603,0,No,Yes,Yes
EE,Estonia,H,Transportation and storage,2023,5.61,,1.27,,0.37,,1.31,,1.31,,2.17,,0.33,,1.03,,1120.81,25617.0,4,4,43.75258617324433,0,No,Yes,Yes
EE,Estonia,H,Transportation and storage,2024,10.13,,4.1,,2.52,,0.91,,1.93,,2.63,,4.34,,2.62,,1091.13,24495.0,4,4,44.54500918554807,0,No,Yes,Yes
EE,Estonia,I,Accommodation and food service activities,2021,0.19,,0.0,,0.0,,0.0,,0.0,,0.0,,0.19,,0.0,,,,2,2,,0,No,No,No
EE,Estonia,I,Accommodation and food service activities,2023,1.64,,0.0,,0.0,,0.26,,0.0,,1.39,,0.26,,0.0,,383.64,17689.0,4,4,21.68805472327435,0,No,Yes,No
EE,Estonia,I,Accommodation and food service activities,2024,6.1,,2.82,,0.19,,0.72,,0.55,,0.55,,4.02,,0.55,,420.13,18477.0,4,4,22.73799859284516,0,No,Yes,No
EE,Estonia,J,Information and communication,2021,11.51,,8.38,,6.83,,1.52,,2.56,,0.63,,6.34,,2.01,,1001.24,21315.0,4,4,46.97349284541403,0,No,Yes,Yes
EE,Estonia,J,Information and communication,2023,20.49,,12.88,,10.15,,4.69,,7.07,,0.8,,12.39,,7.77,,1757.1599999999999,23978.0,4,4,73.28217532738343,0,No,Yes,Yes
EE,Estonia,J,Information and communication,2024,44.28,,32.35,,26.82,,14.92,,17.46,,0.78,,27.96,,15.63,,1746.63,23295.0,4,4,74.97875080489375,0,No,Yes,Yes
EE,Estonia,L,Real estate activities,2021,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,148.94,2759.0,4,4,53.98332729249728,0,No,Yes,Yes
EE,Estonia,L,Real estate activities,2023,1.66,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,141.95,2440.0,4,4,58.17622950819672,0,No,Yes,Yes
EE,Estonia,L,Real estate activities,2024,9.71,,1.11,,0.0,,4.1,,0.0,,0.0,,0.0,,0.0,,152.34,2161.0,4,4,70.49514113836187,0,No,Yes,Yes
EE,Estonia,M,"Professional, scientific and technical activities",2021,8.51,,2.83,,0.82,,1.88,,0.93,,0.25,,1.56,,1.31,,264.22,11067.0,4,4,23.874582090900876,0,No,Yes,No
EE,Estonia,M,"Professional, scientific and technical activities",2023,10.75,,3.73,,1.62,,2.28,,4.64,,0.42,,2.82,,1.77,,,,2,2,,0,No,No,No
EE,Estonia,M,"Professional, scientific and technical activities",2024,36.43,,20.68,,14.01,,5.77,,8.25,,2.24,,15.93,,6.4,,,,2,2,,0,No,No,No
EE,Estonia,N,Administrative and support service activities,2021,2.63,,0.54,,0.28,,1.05,,0.28,,0.26,,1.82,,0.83,,591.52,25265.0,4,4,23.41262616267564,0,No,Yes,Yes
EE,Estonia,N,Administrative and support service activities,2023,7.07,,5.22,,3.65,,4.36,,0.23,,0.48,,4.98,,4.79,,764.3199999999999,26296.0,4,4,29.066017645269238,0,No,Yes,Yes
EE,Estonia,N,Administrative and support service activities,2024,20.33,,11.23,,2.22,,6.27,,7.49,,1.53,,11.84,,6.8,,795.34,25402.0,4,4,31.310133060388946,0,No,Yes,Yes
IE,Ireland,C,Manufacturing,2021,8.83,,4.31,,2.62,,5.18,,4.53,,1.56,,1.66,,2.24,,147575.53,218357.0,4,4,675.8451984594036,0,No,Yes,Yes
IE,Ireland,C,Manufacturing,2023,7.18,,3.19,,2.19,,3.45,,2.85,,1.42,,2.08,,1.77,,168902.52,241363.0,4,4,699.7862969883537,0,No,Yes,Yes
IE,Ireland,C,Manufacturing,2024,17.51,,8.91,,5.69,,6.84,,4.02,,3.02,,3.99,,5.59,,173905.09,247113.0,4,4,703.7472330472294,0,No,Yes,Yes
IE,Ireland,F,Construction,2021,0.27,,0.12,,0.12,,0.12,,0.0,,0.0,,0.0,,0.16,,4139.69,71176.0,4,4,58.161318421939974,0,No,Yes,Yes
IE,Ireland,F,Construction,2023,5.92,,2.25,,1.48,,4.72,,0.0,,0.0,,0.0,,2.62,,6231.92,86163.0,4,4,72.32710095980873,0,No,Yes,Yes
IE,Ireland,F,Construction,2024,6.24,,3.46,,0.74,,2.63,,1.46,,0.69,,0.63,,2.99,,7404.26,89910.0,4,4,82.35190746301858,0,No,Yes,Yes
IE,Ireland,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,5.12,,2.25,,1.04,,2.05,,1.09,,0.04,,2.84,,0.89,,21310.0,295888.0,4,4,72.02049424106418,0,No,Yes,Yes
IE,Ireland,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2023,4.99,,2.45,,0.21,,3.77,,0.21,,0.08,,2.89,,1.62,,23257.47,325235.0,4,4,71.50973911171921,0,No,Yes,Yes
IE,Ireland,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2024,11.71,,4.82,,2.27,,3.44,,2.5,,2.17,,4.75,,2.14,,24494.14,331219.0,4,4,73.95149432852584,0,No,Yes,Yes
IE,Ireland,H,Transportation and storage,2021,4.98,,3.8,,0.21,,0.63,,1.26,,1.17,,1.08,,2.44,,,,2,2,,0,No,No,No
IE,Ireland,H,Transportation and storage,2023,6.07,,2.9,,0.52,,2.73,,1.11,,1.69,,1.54,,1.11,,5313.98,80048.0,4,4,66.38491904857085,0,No,Yes,No
IE,Ireland,H,Transportation and storage,2024,7.87,,5.08,,3.8,,4.7,,3.48,,1.32,,1.6,,2.71,,7298.15,83530.0,4,4,87.37160301688016,0,No,Yes,No
IE,Ireland,I,Accommodation and food service activities,2021,4.27,,0.08,,0.08,,0.0,,0.0,,0.0,,2.51,,0.08,,3560.96,121513.0,4,4,29.305177223836132,0,No,Yes,Yes
IE,Ireland,I,Accommodation and food service activities,2023,2.68,,1.18,,0.0,,0.8,,0.0,,0.0,,2.2,,0.8,,6281.38,196550.0,4,4,31.958178580513863,0,No,Yes,Yes
IE,Ireland,I,Accommodation and food service activities,2024,4.71,,2.45,,1.67,,2.13,,0.93,,0.06,,2.5,,0.23,,6401.389999999999,200936.0,4,4,31.85785523748855,0,No,Yes,Yes
IE,Ireland,J,Information and communication,2021,32.4,,21.93,,14.87,,19.39,,7.66,,0.71,,12.24,,9.67,,67074.85,111760.0,4,4,600.168664996421,0,No,Yes,Yes
IE,Ireland,J,Information and communication,2023,28.52,,17.43,,12.44,,18.91,,9.36,,1.8,,12.83,,4.7,,76621.83,122229.0,4,4,626.8711189652211,0,No,Yes,Yes
IE,Ireland,J,Information and communication,2024,49.07,,34.26,,22.66,,23.37,,17.62,,5.45,,22.32,,12.1,,104081.85,121417.0,4,4,857.2263356861066,0,No,Yes,Yes
IE,Ireland,L,Real estate activities,2021,11.65,,1.21,,0.0,,1.97,,0.0,,0.0,,1.3,,0.0,,,,2,2,,0,No,No,No
IE,Ireland,L,Real estate activities,2023,16.74,,4.23,,2.82,,2.82,,0.0,,0.0,,3.3,,1.5,,843.75,14095.0,4,4,59.861653068463994,0,No,Yes,No
IE,Ireland,L,Real estate activities,2024,18.15,,9.87,,9.87,,9.02,,4.57,,0.0,,4.57,,4.57,,,16375.0,2,4,,0,No,No,No
IE,Ireland,M,"Professional, scientific and technical activities",2021,13.59,,4.13,,1.59,,3.28,,2.44,,1.97,,1.51,,3.31,,15244.36,113910.0,4,4,133.8281099113335,0,No,Yes,Yes
IE,Ireland,M,"Professional, scientific and technical activities",2023,15.77,,5.47,,3.38,,5.58,,4.37,,2.85,,2.25,,2.44,,23226.519999999997,138043.0,4,4,168.25568844490482,0,No,Yes,Yes
IE,Ireland,M,"Professional, scientific and technical activities",2024,27.25,,18.71,,9.81,,12.11,,5.89,,0.4,,10.27,,4.74,,24667.71,143933.0,4,4,171.3832824994963,0,No,Yes,Yes
IE,Ireland,N,Administrative and support service activities,2021,12.22,,3.07,,1.66,,4.3,,3.25,,3.21,,2.47,,3.58,,6457.78,130931.0,4,4,49.32200930260977,0,No,Yes,Yes
IE,Ireland,N,Administrative and support service activities,2023,6.59,,2.74,,0.96,,1.73,,0.55,,0.2,,2.36,,0.59,,9505.09,158128.0,4,4,60.110100677931804,0,No,Yes,Yes
IE,Ireland,N,Administrative and support service activities,2024,24.8,,15.56,,10.39,,12.29,,4.97,,1.14,,11.65,,13.85,,9363.119999999999,158348.0,4,4,59.13001742996437,0,No,Yes,Yes
EL,Greece,C,Manufacturing,2021,5.35,,0.53,,0.25,,1.01,,2.95,,0.25,,2.95,,0.81,,11980.16,256077.0,4,4,46.78342842191997,0,No,Yes,Yes
EL,Greece,C,Manufacturing,2023,5.19,,1.59,,0.83,,2.68,,0.74,,0.2,,0.48,,3.28,,16072.58,280225.0,4,4,57.355981800339016,0,No,Yes,Yes
EL,Greece,C,Manufacturing,2024,7.48,,2.14,,0.71,,1.21,,0.8,,0.35,,0.61,,3.89,,18092.47,298330.0,4,4,60.64582844501056,0,No,Yes,Yes
EL,Greece,F,Construction,2021,2.82,,1.86,,1.86,,1.86,,0.0,,0.0,,0.0,,0.96,,1687.34,65058.0,4,4,25.935934089581604,0,No,Yes,No
EL,Greece,F,Construction,2023,3.4,,0.54,,0.0,,1.83,,0.0,,0.0,,0.3,,1.55,,2775.31,78564.0,4,4,35.32546713507459,0,No,Yes,No
EL,Greece,F,Construction,2024,5.17,,1.61,,1.23,,0.38,,0.3,,0.0,,0.61,,1.36,,,,2,2,,0,No,No,No
EL,Greece,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,1.88,,0.3,,0.24,,1.22,,0.96,,0.44,,0.95,,0.59,,12390.53,376066.0,4,4,32.947753851717515,0,No,Yes,Yes
EL,Greece,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2023,4.34,,1.63,,0.76,,2.11,,0.56,,0.3,,0.85,,2.37,,15635.71,414171.0,4,4,37.75182231493755,0,No,Yes,Yes
EL,Greece,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2024,10.45,,4.28,,3.26,,3.11,,0.47,,0.24,,2.21,,4.08,,16997.52,430876.0,4,4,39.44875091673707,0,No,Yes,Yes
EL,Greece,H,Transportation and storage,2021,5.43,,0.41,,0.06,,2.64,,0.23,,2.15,,0.23,,4.96,,4217.860000000001,81198.0,4,4,51.9453681125151,0,No,Yes,Yes
EL,Greece,H,Transportation and storage,2023,5.91,,2.03,,1.31,,3.49,,1.76,,0.54,,0.61,,3.41,,5702.110000000001,97847.0,4,4,58.27577748934562,0,No,Yes,Yes
EL,Greece,H,Transportation and storage,2024,11.64,,4.35,,3.06,,2.52,,0.27,,0.27,,0.89,,6.1,,6352.12,106123.0,4,4,59.85620459278385,0,No,Yes,Yes
EL,Greece,I,Accommodation and food service activities,2021,0.12,,0.05,,0.03,,0.04,,0.05,,0.01,,0.05,,0.05,,4072.62,401769.0,4,4,10.136720354233402,0,No,Yes,Yes
EL,Greece,I,Accommodation and food service activities,2023,1.33,,0.46,,0.15,,0.62,,0.3,,0.15,,0.58,,0.86,,7405.45,493927.0,4,4,14.9930050392062,0,No,Yes,Yes
EL,Greece,I,Accommodation and food service activities,2024,6.24,,2.13,,2.05,,2.81,,0.0,,0.0,,0.54,,3.73,,8410.84,506767.0,4,4,16.59705545151914,0,No,Yes,Yes
EL,Greece,J,Information and communication,2021,11.16,,7.47,,3.82,,4.31,,3.15,,0.33,,3.15,,4.41,,4743.73,67926.0,4,4,69.83673409298355,0,No,Yes,Yes
EL,Greece,J,Information and communication,2023,17.5,,11.14,,7.47,,7.02,,3.33,,0.4,,3.72,,4.91,,5430.26,77513.0,4,4,70.05611961864462,0,No,Yes,Yes
EL,Greece,J,Information and communication,2024,25.63,,18.89,,14.44,,12.84,,5.89,,0.72,,7.48,,10.68,,5895.27,80761.0,4,4,72.99649583338493,0,No,Yes,Yes
EL,Greece,L,Real estate activities,2021,0.82,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.82,,,,2,2,,0,No,No,No
EL,Greece,L,Real estate activities,2023,8.08,,7.06,,7.06,,0.0,,0.0,,0.0,,7.06,,0.64,,,,2,2,,0,No,No,No
EL,Greece,L,Real estate activities,2024,9.3,,2.13,,2.13,,0.0,,0.0,,0.0,,1.06,,8.24,,1043.28,13509.0,4,4,77.22851432378414,0,No,Yes,No
EL,Greece,M,"Professional, scientific and technical activities",2021,9.2,,3.81,,3.42,,3.88,,4.2,,0.08,,3.61,,2.61,,2383.79,69649.0,4,4,34.22576059957788,0,No,Yes,Yes
EL,Greece,M,"Professional, scientific and technical activities",2023,8.67,,4.33,,2.37,,3.6,,1.69,,0.0,,1.91,,3.72,,3835.27,86535.0,4,4,44.32044837349049,0,No,Yes,Yes
EL,Greece,M,"Professional, scientific and technical activities",2024,21.02,,14.29,,7.75,,9.71,,5.62,,0.71,,2.83,,9.69,,4327.29,94990.0,4,4,45.555216338561955,0,No,Yes,Yes
EL,Greece,N,Administrative and support service activities,2021,1.84,,0.43,,0.23,,0.19,,0.1,,0.0,,0.1,,0.96,,2237.33,109795.0,4,4,20.377339587412905,0,No,Yes,Yes
EL,Greece,N,Administrative and support service activities,2023,4.69,,1.55,,0.89,,2.61,,0.07,,0.0,,0.7,,2.73,,3307.6,131879.0,4,4,25.080566276662697,0,No,Yes,Yes
EL,Greece,N,Administrative and support service activities,2024,14.4,,5.6,,0.94,,1.98,,0.36,,2.07,,6.69,,7.0,,3781.89,146741.0,4,4,25.772551638601346,0,No,Yes,Yes
ES,Spain,C,Manufacturing,2021,7.42,,3.41,,1.48,,3.02,,3.06,,1.1,,0.68,,1.8,,123129.48,1773449.0,4,4,69.42938872220176,0,No,Yes,Yes
ES,Spain,C,Manufacturing,2023,8.68,,4.4,,2.09,,3.6,,3.57,,1.2,,1.15,,2.28,,140914.57,1841240.0,4,4,76.53242923247377,0,No,Yes,Yes
ES,Spain,C,Manufacturing,2024,9.81,,4.61,,2.18,,3.57,,3.12,,1.33,,1.99,,2.61,,149917.78000000003,1877601.0,4,4,79.84538781136143,0,No,Yes,Yes
ES,Spain,F,Construction,2021,3.77,,1.06,,0.52,,0.86,,0.18,,0.17,,0.48,,0.43,,30681.2,657780.0,4,4,46.643558636626224,0,No,Yes,Yes
ES,Spain,F,Construction,2023,4.63,,2.27,,0.94,,1.32,,1.29,,0.45,,0.66,,1.2,,32800.89,640042.0,4,4,51.24802747319707,0,No,Yes,Yes
ES,Spain,F,Construction,2024,4.43,,1.91,,0.87,,1.31,,0.98,,0.12,,0.69,,0.53,,39856.31,734632.0,4,4,54.25343573380958,0,No,Yes,Yes
ES,Spain,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,5.99,,2.48,,1.37,,2.68,,0.92,,0.91,,1.63,,1.03,,92185.98000000001,1853288.0,4,4,49.74185339785291,0,No,Yes,Yes
ES,Spain,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2023,6.79,,3.07,,1.48,,2.16,,1.63,,1.17,,2.27,,1.92,,108845.39,1955204.0,4,4,55.66958230445519,0,No,Yes,Yes
ES,Spain,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2024,9.58,,5.16,,2.49,,3.17,,1.54,,1.03,,3.39,,2.02,,118925.48999999999,2049907.0,4,4,58.01506604933784,0,No,Yes,Yes
ES,Spain,H,Transportation and storage,2021,9.02,,3.63,,1.23,,2.08,,0.8,,1.96,,1.71,,1.46,,33137.479999999996,608889.0,4,4,54.422858681960086,0,No,Yes,Yes
ES,Spain,H,Transportation and storage,2023,7.04,,3.38,,1.92,,2.08,,1.26,,1.44,,0.79,,2.6,,45711.97,673995.0,4,4,67.8224170802454,0,No,Yes,Yes
ES,Spain,H,Transportation and storage,2024,8.59,,5.17,,1.98,,2.76,,1.24,,1.04,,1.64,,1.54,,50761.2,706287.0,4,4,71.87050023573987,0,No,Yes,Yes
ES,Spain,I,Accommodation and food service activities,2021,3.57,,1.43,,0.19,,1.17,,0.85,,0.31,,1.61,,1.11,,18196.13,767425.0,4,4,23.710629703228328,0,No,Yes,Yes
ES,Spain,I,Accommodation and food service activities,2023,6.38,,1.44,,0.71,,1.76,,1.31,,0.25,,3.23,,0.51,,34469.66,1000432.0,4,4,34.45477553696803,0,No,Yes,Yes
ES,Spain,I,Accommodation and food service activities,2024,3.52,,2.12,,0.78,,0.96,,0.48,,0.08,,1.32,,0.7,,39787.69,1072278.0,4,4,37.105759886895,0,No,Yes,Yes
ES,Spain,J,Information and communication,2021,26.65,,19.16,,13.21,,13.89,,8.31,,2.49,,10.43,,8.14,,35942.42,457843.0,4,4,78.50381025810158,0,No,Yes,Yes
ES,Spain,J,Information and communication,2023,32.43,,22.78,,13.82,,13.29,,9.73,,3.12,,10.13,,7.98,,46862.99,555997.0,4,4,84.28640802018715,0,No,Yes,Yes
ES,Spain,J,Information and communication,2024,46.57,,31.24,,21.17,,24.2,,17.27,,2.81,,20.25,,13.18,,50915.54,586462.0,4,4,86.8181399647377,0,No,Yes,Yes
ES,Spain,L,Real estate activities,2021,12.87,,4.33,,3.59,,2.22,,2.63,,0.0,,1.43,,4.14,,4900.219999999999,40869.0,4,4,119.90065820059212,0,No,Yes,Yes
ES,Spain,L,Real estate activities,2023,9.35,,2.45,,0.87,,2.11,,0.37,,0.19,,3.13,,1.05,,5405.63,46189.0,4,4,117.03284331767304,0,No,Yes,Yes
ES,Spain,L,Real estate activities,2024,11.67,,4.81,,3.82,,4.01,,0.77,,0.0,,2.87,,3.29,,5964.8099999999995,49028.0,4,4,121.66129558619562,0,No,Yes,Yes
ES,Spain,M,"Professional, scientific and technical activities",2021,13.72,,7.66,,4.18,,5.93,,3.6,,0.57,,2.37,,3.23,,31451.12,521574.0,4,4,60.30039840942992,0,No,Yes,Yes
ES,Spain,M,"Professional, scientific and technical activities",2023,16.14,,10.5,,5.84,,6.82,,3.87,,1.38,,3.26,,4.21,,38482.28,592706.0,4,4,64.92642220595033,0,No,Yes,Yes
ES,Spain,M,"Professional, scientific and technical activities",2024,26.07,,17.63,,10.85,,11.13,,7.02,,1.18,,5.04,,5.45,,43850.619999999995,633544.0,4,4,69.21479802507797,0,No,Yes,Yes
ES,Spain,N,Administrative and support service activities,2021,7.77,,3.61,,2.07,,2.37,,1.26,,0.23,,1.57,,0.9,,35624.03,1312674.0,4,4,27.138520302832234,0,No,Yes,Yes
ES,Spain,N,Administrative and support service activities,2023,8.97,,3.85,,2.5,,3.19,,2.97,,0.4,,2.56,,3.19,,42835.41,1376876.0,4,4,31.110579311426736,0,No,Yes,Yes
ES,Spain,N,Administrative and support service activities,2024,8.82,,5.13,,2.42,,2.97,,2.81,,1.23,,3.39,,2.29,,46319.05,1399875.0,4,4,33.087989999107066,0,No,Yes,Yes
FR,France,C,Manufacturing,2021,5.33,,2.19,,0.84,,2.1,,1.56,,0.85,,0.35,,1.2,,240848.41999999998,2779294.0,4,4,86.6581297264701,0,No,Yes,Yes
FR,France,C,Manufacturing,2023,4.87,b,2.09,b,1.05,b,1.63,b,1.82,b,0.28,b,0.6,b,1.34,b,276094.51,2883303.0,4,4,95.75632876600204,0,Yes,Yes,Yes
FR,France,C,Manufacturing,2024,7.43,,3.53,,1.98,,2.7,,2.51,,,,1.97,,1.8,,281456.57999999996,2900219.0,4,4,97.04666440706717,1,No,Yes,Yes
FR,France,F,Construction,2021,4.09,,1.43,,0.55,,0.95,,0.31,,0.08,,0.09,,0.54,,,,2,2,,0,No,No,No
FR,France,F,Construction,2023,2.09,b,0.72,b,0.42,b,0.61,b,0.11,b,0.01,b,,,,,83546.35,1174357.0,4,4,71.1422080338432,2,Yes,Yes,No
FR,France,F,Construction,2024,3.14,,0.66,,0.64,,0.06,,0.06,,0.02,,0.04,,,,87551.2,1203868.0,4,4,72.72491668521798,1,No,Yes,No
FR,France,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,4.71,,1.33,,0.64,,1.1,,,,,,1.9,,0.72,,177000.34999999998,2615543.0,4,4,67.67250624440125,2,No,Yes,Yes
FR,France,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2023,4.07,b,1.85,b,0.85,b,1.23,b,0.34,b,0.33,b,,,0.67,b,193437.8,2691896.0,4,4,71.85931402996252,1,Yes,Yes,Yes
FR,France,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2024,9.77,,4.84,,1.88,,2.98,,,,,,,,,,197307.55,2751579.0,4,4,71.70702712878678,4,No,Yes,Yes
FR,France,H,Transportation and storage,2021,4.24,,1.52,,0.95,,0.84,,0.14,,0.32,,0.33,,1.09,,87991.42,1251853.0,4,4,70.28893967582455,0,No,Yes,Yes
FR,France,H,Transportation and storage,2023,2.35,b,1.23,b,0.31,b,0.81,b,,,,,0.19,b,,,93236.14,1308579.0,4,4,71.24991307364706,3,Yes,Yes,Yes
FR,France,H,Transportation and storage,2024,5.28,,1.2,,1.06,,1.73,,,,,,,,,,99407.61,1311150.0,4,4,75.8171147465965,4,No,Yes,Yes
FR,France,I,Accommodation and food service activities,2021,2.47,,0.98,,0.38,,0.57,,0.27,,0.16,,0.94,,0.2,,21926.87,694713.0,4,4,31.562486955044744,0,No,Yes,Yes
FR,France,I,Accommodation and food service activities,2023,2.47,b,0.95,b,,,0.62,b,,,0.0,b,,,,,36361.82,836716.0,4,4,43.45778017869863,4,Yes,Yes,Yes
FR,France,I,Accommodation and food service activities,2024,5.09,,2.56,,0.83,,1.38,,,,,,,,,,38353.270000000004,831383.0,4,4,46.13189107787868,4,No,Yes,Yes
FR,France,J,Information and communication,2021,23.55,,15.87,,8.61,,11.59,,2.48,,0.53,,4.66,,7.14,,92415.83,835202.0,4,4,110.6508724835429,0,No,Yes,Yes
FR,France,J,Information and communication,2023,29.56,b,19.75,b,13.21,b,12.49,b,5.94,b,0.65,b,7.06,b,6.08,b,103980.85,911406.0,4,4,114.0883974869597,0,Yes,Yes,Yes
FR,France,J,Information and communication,2024,41.76,,29.32,,19.99,,16.31,,14.8,,,,13.58,,9.36,,106412.38,885560.0,4,4,120.16394146077059,1,No,Yes,Yes
FR,France,L,Real estate activities,2021,3.92,,0.14,,0.14,,1.14,,0.0,,0.0,,0.95,,2.14,,26975.559999999998,228359.0,4,4,118.12786007996179,0,No,Yes,No
FR,France,L,Real estate activities,2023,7.02,b,,,1.37,b,1.72,b,,,,,0.33,b,,,24369.370000000003,,4,2,,4,Yes,No,No
FR,France,L,Real estate activities,2024,14.3,,8.85,,4.09,,4.42,,,,,,,,,,27497.690000000002,,4,2,,4,No,No,No
FR,France,M,"Professional, scientific and technical activities",2021,15.23,,5.83,,2.76,,4.7,,1.9,,0.49,,2.21,,2.5,,67568.77,810854.0,4,4,83.33037760188641,0,No,Yes,Yes
FR,France,M,"Professional, scientific and technical activities",2023,13.75,b,6.92,b,3.52,b,5.73,b,,,0.24,b,1.36,b,2.96,b,75578.99,916363.0,4,4,82.47712969641944,1,Yes,Yes,Yes
FR,France,M,"Professional, scientific and technical activities",2024,17.47,,9.62,,5.51,,7.17,,,,0.15,,2.7,,,,80488.57,940727.0,4,4,85.5599658561942,2,No,Yes,Yes
FR,France,N,Administrative and support service activities,2021,7.28,,1.84,,0.66,,1.69,,1.4,,0.47,,1.15,,2.0,,77641.22,1881574.0,4,4,41.2639736731056,0,No,Yes,Yes
FR,France,N,Administrative and support service activities,2023,5.6,b,1.12,b,0.37,b,0.54,b,0.3,b,0.02,b,0.53,b,,,88343.18,1950609.0,4,4,45.290050440657254,1,Yes,Yes,Yes
FR,France,N,Administrative and support service activities,2024,11.25,,6.47,,2.67,,3.05,,,,,,,,,,92171.28,1952404.0,4,4,47.20912270206371,4,No,Yes,Yes
HR,Croatia,C,Manufacturing,2021,8.29,,2.15,,0.27,,4.88,,2.3,,0.62,,0.48,,0.68,,6340.8099999999995,225802.0,4,4,28.08128360244816,0,No,Yes,Yes
HR,Croatia,C,Manufacturing,2023,6.7,,1.95,,0.9,,1.94,,1.35,,0.2,,1.06,,0.67,,7969.91,229584.0,4,4,34.71457070179107,0,No,Yes,Yes
HR,Croatia,C,Manufacturing,2024,9.71,,5.4,,3.85,,3.88,,2.05,,0.7,,1.91,,1.26,,8631.84,231104.0,4,4,37.35045693713653,0,No,Yes,Yes
