country_code,country_name,sector_code,sector_name,year,ai_any_pct,ai_any_flag,ai_ge2_pct,ai_ge2_flag,ai_ge3_pct,ai_ge3_flag,ai_workflow_pct,ai_workflow_flag,ai_production_pct,ai_production_flag,ai_logistics_pct,ai_logistics_flag,ai_marketing_pct,ai_marketing_flag,ai_security_pct,ai_security_flag,value_added_meur_ge10,persons_employed_ge10,av_size_groups_available,emp_size_groups_available,labour_productivity_keur,missing_ai_measures,ai_any_break,core_complete,balanced_entity,gva_current_meur_na,gva_current_meur_na_status,gva_volume_2020_meur_na,gva_volume_2020_meur_na_status,na_deflator_cp_over_clv20,na_deflator_base,na_deflator_norm_2021,value_added_real_2021_meur_ge10,labour_productivity_real_2021_keur,real_productivity_available
LV,Latvia,H,Transportation and storage,2024,5.19,,3.75,,2.22,,0.79,,0.95,,2.02,,0.79,,1.08,,1276.2,44863.0,4,4,28.44660410583332,0,No,Yes,Yes,2093.6,,1565.9,,1.3369946995338142,1.0030037942664418,1.3329906698026406,957.3960485326961,21.340437521625756,Yes
LV,Latvia,I,Accommodation and food service activities,2021,0.28,,0.0,,0.0,,0.0,,0.14,,0.0,,0.0,,0.0,,235.17,22904.0,4,4,10.267638840377227,0,No,Yes,Yes,337.3,,335.9,,1.004167907115213,1.004167907115213,1.0,235.17,10.267638840377227,Yes
LV,Latvia,I,Accommodation and food service activities,2023,1.01,,0.79,,0.0,,0.79,,0.0,,0.0,,0.0,,0.0,,430.54,23489.0,4,4,18.32943079739453,0,No,Yes,Yes,671.5,,493.2,,1.3615166261151663,1.004167907115213,1.3558655046311423,317.5388698432347,13.518620198528449,Yes
LV,Latvia,I,Accommodation and food service activities,2024,1.34,,1.01,,0.0,,1.01,,0.0,,0.0,,0.24,,0.24,,499.29,26343.0,4,4,18.953422161485022,0,No,Yes,Yes,727.8,,499.3,,1.457640696975766,1.004167907115213,1.451590602176578,343.96061758139166,13.057002527479467,Yes
LV,Latvia,J,Information and communication,2021,13.71,,7.75,,3.89,,5.51,,2.7,,1.54,,5.1,,5.73,,1322.6,29592.0,4,4,44.69451203027845,0,No,Yes,Yes,1881.4,,1866.7,,1.007874859377511,1.007874859377511,1.0,1322.6,44.69451203027845,Yes
LV,Latvia,J,Information and communication,2023,20.93,,10.05,,6.16,,5.04,,1.39,,0.47,,7.8,,3.97,,1691.91,31929.0,4,4,52.98975852673119,0,No,Yes,Yes,2366.4,,2007.2,,1.1789557592666402,1.007874859377511,1.1697441882763036,1446.3931660931291,45.300296473210224,Yes
LV,Latvia,J,Information and communication,2024,37.38,,24.53,,11.99,,13.63,,12.83,,1.96,,17.29,,8.45,,1844.33,32732.0,4,4,56.34638885494317,0,No,Yes,Yes,2480.2,,1986.7,,1.2484018724518045,1.007874859377511,1.2386476960273112,1488.986744104301,45.49024636760054,Yes
LV,Latvia,L,Real estate activities,2021,2.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.88,,0.91,,,11951.0,2,4,,0,No,No,No,2379.3,,2424.7,,0.9812760341485546,0.9812760341485546,1.0,,,No
LV,Latvia,L,Real estate activities,2023,5.85,,2.95,,1.48,,0.74,,0.0,,0.74,,0.0,,0.74,,,10032.0,2,4,,0,No,No,No,2979.6,,2758.4,,1.080191415313225,0.9812760341485546,1.1008028095280025,,,No
LV,Latvia,L,Real estate activities,2024,7.96,,1.02,,0.3,,1.02,,0.72,,0.76,,1.73,,1.02,,,11474.0,2,4,,0,No,No,No,3168.8,,2687.0,,1.1793077781912915,0.9812760341485546,1.2018104357501889,,,No
LV,Latvia,M,"Professional, scientific and technical activities",2021,9.28,,4.92,,2.61,,4.14,,2.35,,0.52,,1.81,,1.3,,552.13,16028.0,4,4,34.447841277763914,0,No,Yes,Yes,1450.9,,1419.3,,1.0222644965828227,1.0222644965828227,1.0,552.13,34.447841277763914,Yes
LV,Latvia,M,"Professional, scientific and technical activities",2023,11.37,,7.06,,2.37,,4.06,,2.04,,0.65,,3.59,,1.54,,648.3,15144.0,4,4,42.80903328050713,0,No,Yes,Yes,1692.6,,1410.3,,1.2001701765581791,1.0222644965828227,1.174030968081207,552.200084687338,36.463291381889725,Yes
LV,Latvia,M,"Professional, scientific and technical activities",2024,23.46,,12.85,,7.85,,7.95,,4.68,,0.75,,6.84,,4.86,,734.61,17281.0,4,4,42.50969272611539,0,No,Yes,Yes,1724.2,,1345.0,,1.2819330855018587,1.0222644965828227,1.254013114792741,585.8072705415158,33.89892196872379,Yes
LV,Latvia,N,Administrative and support service activities,2021,4.01,,1.79,,0.45,,0.66,,0.2,,0.0,,0.2,,0.88,,,28186.0,2,4,,0,No,No,No,810.1,,811.8,,0.9979058881497906,0.9979058881497906,1.0,,,No
LV,Latvia,N,Administrative and support service activities,2023,6.6,,3.05,,0.0,,3.5,,0.0,,0.0,,2.08,,0.0,,652.6,28708.0,4,4,22.732339417583947,0,No,Yes,No,1045.5,,841.0,,1.2431629013079668,0.9979058881497906,1.2457716865594461,523.8520083903504,18.247596781048852,Yes
LV,Latvia,N,Administrative and support service activities,2024,8.42,,6.5,,3.15,,2.67,,1.39,,1.02,,3.96,,1.64,,771.75,31204.0,4,4,24.732406101781823,0,No,Yes,No,1183.6,,933.0,,1.2685959271168274,0.9979058881497906,1.2712580837346505,607.0757856915915,19.45506299485936,Yes
LT,Lithuania,C,Manufacturing,2021,5.06,,1.83,,0.84,,2.16,,2.71,,0.55,,1.1,,1.72,,7078.82,199364.0,4,4,35.507012299111175,0,No,Yes,Yes,9022.2,,8628.3,,1.0456520983275965,1.0456520983275965,1.0,7078.82,35.507012299111175,Yes
LT,Lithuania,C,Manufacturing,2023,4.83,,3.0,,1.21,,2.49,,1.86,,0.88,,0.84,,0.88,,8344.01,198919.0,4,4,41.946772304304766,0,No,Yes,Yes,11089.0,,8855.1,,1.2522727016069835,1.0456520983275965,1.1975997596235435,6967.277617543007,35.02570200706321,Yes
LT,Lithuania,C,Manufacturing,2024,8.81,,5.66,,3.07,,3.18,,2.45,,0.62,,2.37,,1.64,,8504.119999999999,197905.0,4,4,42.970718273919296,0,No,Yes,Yes,10727.8,,9111.8,,1.1773524440834962,1.0456520983275965,1.1259504437150172,7552.83684772225,38.16395163195599,Yes
LT,Lithuania,F,Construction,2021,1.11,,0.39,,0.29,,0.72,,0.24,,0.1,,0.29,,0.63,,1807.09,79553.0,4,4,22.71554812514928,0,No,Yes,Yes,3582.3,,3384.5,,1.0584429014625498,1.0584429014625498,1.0,1807.09,22.71554812514928,Yes
LT,Lithuania,F,Construction,2023,2.4,,0.58,,0.31,,0.36,,0.22,,0.04,,0.04,,0.09,,2789.75,83455.0,4,4,33.42819483554011,0,No,Yes,Yes,4943.8,,3753.4,,1.3171524484467416,1.0584429014625498,1.2444246606280873,2241.799032327079,26.86236932870504,Yes
LT,Lithuania,F,Construction,2024,3.42,,2.43,,1.43,,1.26,,0.52,,0.26,,0.61,,0.35,,2972.59,82154.0,4,4,36.18314385179053,0,No,Yes,Yes,5398.9,,3920.0,,1.3772704081632652,1.0584429014625498,1.3012231517261454,2284.4582776264724,27.807024339977016,Yes
LT,Lithuania,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,2.79,,1.3,,0.54,,1.52,,0.29,,0.48,,1.08,,1.05,,5129.39,151755.0,4,4,33.80046785937861,0,No,Yes,Yes,8302.6,,8046.8,,1.0317890341502212,1.0317890341502212,1.0,5129.39,33.80046785937861,Yes
LT,Lithuania,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2023,4.39,,2.39,,1.08,,1.8,,0.46,,0.26,,1.8,,1.11,,5768.6900000000005,153084.0,4,4,37.68316741135586,0,No,Yes,Yes,10249.6,,7784.2,,1.3167184810256674,1.0317890341502212,1.2761508772092285,4520.382427362629,29.528771310931443,Yes
LT,Lithuania,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2024,7.68,,5.57,,3.16,,3.76,,0.76,,1.81,,3.59,,1.02,,5849.83,152671.0,4,4,38.31657616705203,0,No,Yes,Yes,10229.1,,7988.9,,1.2804140745284083,1.0317890341502212,1.2409649958946831,4713.936347400775,30.876435913832847,Yes
LT,Lithuania,H,Transportation and storage,2021,3.84,,1.62,,0.22,,1.9,,0.65,,1.3,,0.32,,0.87,,3852.3,129670.0,4,4,29.708490784298604,0,No,Yes,Yes,5577.1,,5388.1,,1.0350772999758728,1.0350772999758728,1.0,3852.3,29.708490784298604,Yes
LT,Lithuania,H,Transportation and storage,2023,4.97,,1.53,,0.44,,2.84,,0.22,,0.11,,0.22,,0.44,,5721.64,146259.0,4,4,39.11991740679206,0,No,Yes,Yes,7280.2,,4797.6,,1.5174670668667665,1.0350772999758728,1.4660422626427398,3902.7797122887637,26.684031152194144,Yes
LT,Lithuania,H,Transportation and storage,2024,4.96,,1.56,,0.47,,0.83,,1.04,,1.1,,1.15,,1.51,,5328.91,142156.0,4,4,37.48635302062523,0,No,Yes,Yes,7333.0,,4811.5,,1.5240569468980567,1.0350772999758728,1.4724088209968296,3619.1782635425234,25.459201606281294,Yes
LT,Lithuania,I,Accommodation and food service activities,2021,3.8,,2.63,,1.17,,1.75,,1.46,,0.1,,0.78,,0.29,,449.55,32710.0,4,4,13.74350351574442,0,No,Yes,Yes,710.4,,688.3,,1.032108092401569,1.032108092401569,1.0,449.55,13.74350351574442,Yes
LT,Lithuania,I,Accommodation and food service activities,2023,0.55,,0.55,,0.37,,0.09,,0.0,,0.0,,0.18,,0.0,,755.3,37860.0,4,4,19.949815108293716,0,No,Yes,Yes,1256.8,,879.4,,1.4291562428928815,1.032108092401569,1.3846962865754087,545.4625735062715,14.407357990128673,Yes
LT,Lithuania,I,Accommodation and food service activities,2024,4.22,,2.93,,1.46,,1.55,,1.2,,1.03,,1.64,,2.15,,766.6800000000001,38552.0,4,4,19.88690599709484,0,No,Yes,Yes,1262.9,,830.3,,1.5210165000602194,1.032108092401569,1.4736988414857108,520.2419778162212,13.494552236361832,Yes
LT,Lithuania,J,Information and communication,2021,22.77,,15.64,,10.69,,14.06,,8.12,,3.37,,9.7,,8.32,,1608.33,32195.0,4,4,49.95589377232489,0,No,Yes,Yes,2174.0,,2065.8,,1.0523768031755252,1.0523768031755252,1.0,1608.33,49.95589377232489,Yes
LT,Lithuania,J,Information and communication,2023,26.68,,20.67,,14.49,,17.49,,7.95,,1.24,,5.83,,10.95,,2742.28,40478.0,4,4,67.74741835070903,0,No,Yes,Yes,3445.6,,2768.2,,1.244707752330034,1.0523768031755252,1.182758636045715,2318.5457424924757,57.27915762864953,Yes
LT,Lithuania,J,Information and communication,2024,45.9,,40.44,,32.42,,32.94,,13.48,,2.22,,15.36,,16.21,,3023.03,39670.0,4,4,76.20443660196621,0,No,Yes,Yes,3836.9,,3149.0,,1.218450301683074,1.0523768031755252,1.1578080189590132,2610.994180812472,65.81785179764235,Yes
LT,Lithuania,L,Real estate activities,2021,1.3,,0.0,,0.0,,0.0,,0.0,,0.0,,1.3,,0.0,,354.15,6363.0,4,4,55.65770862800566,0,No,Yes,No,3223.5,,3113.8,,1.0352302652707301,1.0352302652707301,1.0,354.15,55.65770862800566,Yes
LT,Lithuania,L,Real estate activities,2023,2.65,,2.65,,2.65,,2.65,,1.33,,1.33,,1.33,,0.0,,,,2,2,,0,No,No,No,4361.7,,3261.7,,1.3372474476499985,1.0352302652707301,1.2917391352544023,,,No
LT,Lithuania,L,Real estate activities,2024,5.58,,4.65,,4.19,,1.86,,2.33,,0.47,,0.47,,0.93,,,,2,2,,0,No,No,No,4772.1,,3307.3,,1.4428990415142262,1.0352302652707301,1.3937952646089649,,,No
LT,Lithuania,M,"Professional, scientific and technical activities",2021,7.22,,2.68,,0.81,,5.36,,1.51,,0.0,,0.12,,0.7,,911.04,25592.0,4,4,35.59862457017818,0,No,Yes,Yes,2139.3,,2110.3,,1.0137421219731793,1.0137421219731793,1.0,911.04,35.59862457017818,Yes
LT,Lithuania,M,"Professional, scientific and technical activities",2023,4.07,,3.69,,1.78,,2.54,,0.38,,0.13,,0.38,,0.89,,1194.97,27148.0,4,4,44.01687048769707,0,No,Yes,Yes,2805.5,,2403.6,,1.167207522050258,1.0137421219731793,1.151385048278717,1037.8543666051953,38.22949633877985,Yes
LT,Lithuania,M,"Professional, scientific and technical activities",2024,16.15,,9.74,,7.95,,11.15,,2.82,,0.13,,4.62,,1.03,,1263.43,27576.0,4,4,45.81628952712504,0,No,Yes,Yes,3129.1,,2612.4,,1.1977874751186648,1.0137421219731793,1.1815504645177946,1069.2983820336624,38.77641362176032,Yes
LT,Lithuania,N,Administrative and support service activities,2021,6.35,,4.46,,4.12,,1.03,,1.54,,0.17,,4.12,,1.89,,1066.71,54239.0,4,4,19.666844890208157,0,No,Yes,Yes,1778.9,,1615.6,,1.101076999257242,1.101076999257242,1.0,1066.71,19.666844890208157,Yes
LT,Lithuania,N,Administrative and support service activities,2023,5.46,,2.15,,0.99,,1.66,,0.33,,0.0,,2.48,,1.16,,1738.81,66892.0,4,4,25.994289302158705,0,No,Yes,Yes,2546.9,,1982.5,,1.2846910466582597,1.101076999257242,1.1667585895671955,1490.2911498127514,22.279064010834652,Yes
LT,Lithuania,N,Administrative and support service activities,2024,10.06,,4.49,,2.17,,6.04,,2.32,,0.15,,3.72,,1.86,,1896.86,67852.0,4,4,27.955845074574075,0,No,Yes,Yes,2794.0,,2116.9,,1.3198545042278804,1.101076999257242,1.1986941014281653,1582.4387537571226,23.321917611229185,Yes
LU,Luxembourg,C,Manufacturing,2021,13.48,,4.9,,2.46,,4.96,,4.79,,2.93,,0.68,,2.39,,,,3,3,,0,No,No,No,3392.8,,3253.5,,1.0428154295374212,1.0428154295374212,1.0,,,No
LU,Luxembourg,C,Manufacturing,2023,16.17,,4.99,,2.25,,4.78,,4.18,,1.61,,0.64,,1.61,,,,3,3,,0,No,No,No,3326.8,,3584.0,,0.9282366071428572,1.0428154295374212,0.890125501455814,,,No
LU,Luxembourg,C,Manufacturing,2024,27.13,,13.96,,7.27,,7.67,,8.23,,1.32,,3.89,,8.26,,,,3,3,,0,No,No,No,3415.3,p,3827.7,p,0.8922590589649138,1.0428154295374212,0.8556251026710525,,,No
LU,Luxembourg,F,Construction,2021,11.28,,4.17,,1.23,,0.6,,0.64,,0.21,,1.03,,0.63,,2879.28,44966.0,4,4,64.0323800204599,0,No,Yes,Yes,3503.0,,3161.0,,1.1081936096172098,1.1081936096172098,1.0,2879.28,64.0323800204599,Yes
LU,Luxembourg,F,Construction,2023,10.03,,3.2,,1.33,,0.67,,0.87,,0.29,,1.18,,0.98,,3106.73,45335.0,4,4,68.52828940112497,0,No,Yes,Yes,3371.9,,2153.5,,1.5657766426747157,1.1081936096172098,1.4129089259191483,2198.818298199199,48.50156166756809,Yes
LU,Luxembourg,F,Construction,2024,19.08,,6.84,,2.99,,1.55,,0.53,,0.24,,1.77,,0.18,,3019.92,42690.0,4,4,70.74068868587491,0,No,Yes,Yes,3848.8,p,2428.2,p,1.5850424182522034,1.1081936096172098,1.430293772222442,2111.398412444696,49.45885248172163,Yes
LU,Luxembourg,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,9.14,,4.16,,1.76,,3.0,,1.18,,1.94,,2.37,,1.99,,,,2,2,,0,No,No,No,5327.2,,4640.1,,1.1480787052003187,1.1480787052003187,1.0,,,No
LU,Luxembourg,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2023,14.61,,6.1,,4.26,,4.73,,2.06,,1.71,,4.03,,3.75,,,,2,2,,0,No,No,No,6454.8,,4590.6,,1.4060907070971114,1.1480787052003187,1.2247337231568756,,,No
LU,Luxembourg,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2024,20.16,,11.06,,5.66,,4.43,,3.74,,1.88,,6.14,,3.1,,,,2,2,,0,No,No,No,6368.2,p,4193.9,p,1.5184434535873532,1.1480787052003187,1.3225952599847348,,,No
LU,Luxembourg,H,Transportation and storage,2021,10.09,,2.08,,0.39,,0.37,,2.07,,0.75,,0.79,,0.75,,3334.64,21248.0,4,4,156.9390060240964,0,No,Yes,Yes,4100.3,,3900.9,,1.0511164090338128,1.0511164090338128,1.0,3334.64,156.9390060240964,Yes
LU,Luxembourg,H,Transportation and storage,2023,10.04,,5.1,,2.8,,2.84,,3.16,,2.16,,0.37,,1.74,,2360.51,22883.0,4,4,103.1556177074684,0,No,Yes,Yes,3243.7,,2949.9,,1.0995965964947962,1.0511164090338128,1.0461225674381265,2256.437317646925,98.60758281898893,Yes
LU,Luxembourg,H,Transportation and storage,2024,14.54,,4.9,,4.51,,3.01,,1.54,,3.33,,1.19,,3.69,,2484.19,22940.0,4,4,108.29075850043591,0,No,Yes,Yes,3526.8,p,2912.0,p,1.2111263736263738,1.0511164090338128,1.1522285859276447,2155.9871281964506,93.9837457801417,Yes
LU,Luxembourg,I,Accommodation and food service activities,2021,2.35,,1.06,,0.84,,0.21,,0.87,,0.21,,0.22,,0.21,,,,1,1,,0,No,No,No,684.6,,752.3,,0.9100093047986176,0.9100093047986176,1.0,,,No
LU,Luxembourg,I,Accommodation and food service activities,2023,4.87,,1.53,,0.32,,0.32,,0.0,,0.0,,1.64,,0.93,,,,1,1,,0,No,No,No,1273.0,,1255.9,,1.0136157337367624,0.9100093047986176,1.1138520544700063,,,No
LU,Luxembourg,I,Accommodation and food service activities,2024,6.83,,1.93,,0.48,,0.48,,0.88,,0.0,,1.26,,0.48,,,,1,1,,0,No,No,No,1352.2,p,1243.3,p,1.0875894796107135,0.9100093047986176,1.1951410539163596,,,No
LU,Luxembourg,J,Information and communication,2021,28.69,,21.62,,12.65,,14.65,,6.77,,1.64,,7.78,,6.66,,3114.43,18989.0,4,4,164.012322923798,0,No,Yes,Yes,3563.3,,3819.2,,0.9329964390448262,0.9329964390448262,1.0,3114.43,164.012322923798,Yes
LU,Luxembourg,J,Information and communication,2023,31.66,,18.69,,12.02,,10.69,,6.6,,0.32,,6.19,,8.13,,3195.92,19664.0,4,4,162.52644426362895,0,No,Yes,Yes,5073.6,,6086.2,,0.8336236075055043,0.9329964390448262,0.8934906636502742,3576.8924399762186,181.90055125997856,Yes
LU,Luxembourg,J,Information and communication,2024,48.69,,40.72,,28.25,,22.16,,13.77,,1.94,,14.08,,13.88,,3202.0,19722.0,4,4,162.3567589493966,0,No,Yes,Yes,4034.7,p,4537.6,p,0.8891704866008462,0.9329964390448262,0.9530266669732976,3359.822039575431,170.3590933767078,Yes
LU,Luxembourg,L,Real estate activities,2021,,,,,,,,,,,,,,,,,,,1,1,,8,No,No,No,4960.4,,4905.7,,1.0111502945553132,1.0111502945553132,1.0,,,No
LU,Luxembourg,L,Real estate activities,2023,,,,,,,,,,,,,,,,,,,1,1,,8,No,No,No,5708.6,,5323.1,,1.0724202062707822,1.0111502945553132,1.0605942677813434,,,No
LU,Luxembourg,L,Real estate activities,2024,,,,,,,,,,,,,,,,,,,1,1,,8,No,No,No,5995.9,p,5458.7,p,1.0984117097477422,1.0111502945553132,1.086299154203189,,,No
LU,Luxembourg,M,"Professional, scientific and technical activities",2021,20.8,,12.13,,6.51,,6.21,,2.41,,0.47,,1.69,,5.13,,,,1,1,,0,No,No,No,7301.8,,5822.9,,1.253979975613526,1.253979975613526,1.0,,,No
LU,Luxembourg,M,"Professional, scientific and technical activities",2023,21.98,,12.21,,7.64,,6.85,,5.71,,1.06,,1.87,,5.51,,,,1,1,,0,No,No,No,8364.6,,5457.0,,1.5328202308960968,1.253979975613526,1.2223642009483802,,,No
LU,Luxembourg,M,"Professional, scientific and technical activities",2024,37.49,,23.64,,12.32,,10.82,,6.67,,1.12,,4.55,,8.55,,,,1,1,,0,No,No,No,8105.4,p,5020.5,p,1.6144607110845532,1.253979975613526,1.2874692917601476,,,No
LU,Luxembourg,N,Administrative and support service activities,2021,16.09,,7.7,,3.39,,3.66,,1.7,,1.72,,1.06,,4.15,,1805.61,36081.0,4,4,50.043236052215846,0,No,Yes,Yes,2589.9,,2549.6,,1.015806401004079,1.015806401004079,1.0,1805.61,50.043236052215846,Yes
LU,Luxembourg,N,Administrative and support service activities,2023,13.39,,5.72,,1.58,,1.02,,1.76,,0.27,,1.46,,1.59,,2230.33,37396.0,4,4,59.6408706813563,0,No,Yes,Yes,3127.9,,2666.6,,1.17299182479562,1.015806401004079,1.1547395484377438,1931.4571870491754,51.64876422743544,Yes
LU,Luxembourg,N,Administrative and support service activities,2024,25.64,,13.54,,7.74,,6.44,,3.92,,0.71,,2.91,,5.55,,2297.59,37603.0,4,4,61.10124192218706,0,No,Yes,Yes,3196.7,p,2686.1,p,1.1900897211570678,1.015806401004079,1.1715713939001737,1961.1182143593473,52.15323815544895,Yes
HU,Hungary,C,Manufacturing,2021,4.0,,1.55,,0.98,,1.75,,2.5,,0.86,,1.68,,0.62,,27630.38,674932.0,4,4,40.93802042279815,0,No,Yes,Yes,25612.2,,25687.4,,0.9970724946861107,0.9970724946861107,1.0,27630.38,40.93802042279815,Yes
HU,Hungary,C,Manufacturing,2023,4.24,,2.14,,1.21,,2.01,,2.24,,0.85,,0.89,,0.77,,31005.1,685750.0,4,4,45.21341596791834,0,No,Yes,Yes,33825.8,,25632.1,,1.319665575586862,0.9970724946861107,1.3235402466921997,23425.883782142737,34.16096796520997,Yes
HU,Hungary,C,Manufacturing,2024,4.83,,2.44,,1.23,,1.95,,1.58,,0.67,,0.76,,0.67,,33381.16,677728.0,4,4,49.254509183625295,0,No,Yes,Yes,32693.2,,24647.0,,1.3264575810443462,0.9970724946861107,1.3303521941621,25091.97199544935,37.02366140317258,Yes
HU,Hungary,F,Construction,2021,0.55,,0.07,,0.0,,0.26,,0.0,,0.0,,0.48,,0.07,,4380.71,130679.0,4,4,33.52267770644097,0,No,Yes,Yes,8052.4,,7363.8,,1.0935115022135309,1.0935115022135309,1.0,4380.71,33.52267770644097,Yes
HU,Hungary,F,Construction,2023,1.8,,0.92,,0.48,,0.72,,0.0,,0.0,,0.09,,0.43,,5342.39,134663.0,4,4,39.67229305748424,0,No,Yes,Yes,10443.1,,7000.6,,1.4917435648372996,1.0935115022135309,1.3641772965512031,3916.1991725754237,29.08147874750617,Yes
HU,Hungary,F,Construction,2024,4.27,,2.66,,0.6,,0.53,,0.36,,0.0,,1.06,,0.66,,5347.53,126821.0,4,4,42.16596620433524,0,No,Yes,Yes,10547.7,,6972.3,,1.5128006540166086,1.0935115022135309,1.3834336913277412,3865.4039102284287,30.479210148385746,Yes
HU,Hungary,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,1.65,,0.56,,0.11,,0.49,,0.34,,0.07,,1.28,,0.24,,11039.44,326614.0,4,4,33.799653413509525,0,No,Yes,Yes,14717.5,,14186.5,,1.0374299510097629,1.0374299510097629,1.0,11039.44,33.799653413509525,Yes
HU,Hungary,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2023,3.02,,1.65,,0.67,,1.67,,0.63,,0.94,,1.28,,0.82,,12594.54,339539.0,4,4,37.09305852935892,0,No,Yes,Yes,17688.0,,13785.7,,1.2830686871178105,1.0374299510097629,1.2367762140171101,10183.36208059202,29.99173020063091,Yes
HU,Hungary,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2024,6.84,,3.8,,1.78,,1.95,,0.43,,0.4,,3.72,,0.94,,12982.99,345754.0,4,4,37.54978973489822,0,No,Yes,Yes,17728.5,,13888.0,,1.276533698156682,1.0374299510097629,1.2304770041718884,10551.184586125246,30.51644980571518,Yes
HU,Hungary,H,Transportation and storage,2021,3.32,,0.89,,0.17,,1.38,,1.2,,1.01,,1.79,,0.3,,3607.67,136303.0,4,4,26.468016111164097,0,No,Yes,Yes,6876.1,,7087.8,,0.9701317757273061,0.9701317757273061,1.0,3607.67,26.468016111164097,Yes
HU,Hungary,H,Transportation and storage,2023,2.23,,0.56,,0.19,,1.45,,1.0,,1.25,,0.51,,0.96,,4735.25,140020.0,4,4,33.81838308813027,0,No,Yes,Yes,8957.7,,7856.8,,1.14012065981061,0.9701317757273061,1.1752224680568404,4029.237126336983,28.776154308934316,Yes
HU,Hungary,H,Transportation and storage,2024,3.95,,1.74,,0.47,,0.95,,0.2,,0.51,,0.12,,0.29,,5244.35,141759.0,4,4,36.99482925246369,0,No,Yes,Yes,9391.0,,7946.8,,1.1817335279609402,0.9701317757273061,1.2181165049201657,4305.294262755032,30.370518011237603,Yes
HU,Hungary,I,Accommodation and food service activities,2021,0.66,,0.34,,0.0,,0.0,,0.0,,0.04,,0.59,,0.0,,1101.5,77233.0,4,4,14.262038247899214,0,No,Yes,Yes,2131.8,,2157.2,,0.9882254774707956,0.9882254774707956,1.0,1101.5,14.262038247899214,Yes
HU,Hungary,I,Accommodation and food service activities,2023,2.46,,1.49,,0.38,,0.44,,0.74,,1.69,,1.18,,1.59,,2131.46,103811.0,4,4,20.532120873510515,0,No,Yes,Yes,3790.2,,2902.0,,1.306064782908339,0.9882254774707956,1.3216263015713803,1612.7554343203883,15.535496568960788,Yes
HU,Hungary,I,Accommodation and food service activities,2024,4.53,,2.38,,1.57,,1.5,,0.49,,0.0,,2.11,,0.06,,2449.96,109199.0,4,4,22.435736590994424,0,No,Yes,Yes,4135.6,,3026.8,,1.366327474560592,0.9882254774707956,1.3826070119720935,1771.9858056451474,16.22712484221602,Yes
HU,Hungary,J,Information and communication,2021,13.09,,10.31,,5.59,,7.28,,2.79,,1.42,,4.48,,4.43,,5036.39,91993.0,4,4,54.74753513854315,0,No,Yes,Yes,7002.7,,7229.3,,0.9686553331581204,0.9686553331581204,1.0,5036.39,54.74753513854315,Yes
HU,Hungary,J,Information and communication,2023,14.54,,9.27,,6.01,,5.13,,4.06,,1.13,,5.08,,2.56,,6245.61,99721.0,4,4,62.63084004372198,0,No,Yes,Yes,8818.6,,8291.6,,1.063558299966231,0.9686553331581204,1.0979739269061752,5688.30447331169,57.04219245005255,Yes
HU,Hungary,J,Information and communication,2024,32.88,,22.18,,15.31,,14.02,,11.34,,1.12,,10.71,,6.34,,7017.13,105152.0,4,4,66.73320526475959,0,No,Yes,Yes,9496.4,,8579.9,,1.1068194267998461,0.9686553331581204,1.142634938261546,6141.182774155466,58.40290982725451,Yes
HU,Hungary,L,Real estate activities,2021,2.3,,1.05,,0.0,,1.16,,1.05,,0.55,,0.55,,0.0,,792.54,21065.0,4,4,37.62354616662711,0,No,Yes,Yes,13811.7,,12429.1,,1.1112389473091375,1.1112389473091375,1.0,792.54,37.62354616662711,Yes
HU,Hungary,L,Real estate activities,2023,3.38,,0.38,,0.38,,2.0,,0.0,,0.0,,3.38,,0.0,,1042.5,24007.0,4,4,43.424834423293206,0,No,Yes,Yes,19182.9,,14105.3,,1.3599781642361384,1.1112389473091375,1.2238395419178947,851.8273550520233,35.48245741042293,Yes
HU,Hungary,L,Real estate activities,2024,4.16,,1.88,,0.27,,2.55,,0.13,,0.0,,2.41,,1.74,,1169.53,23873.0,4,4,48.98965358354626,0,No,Yes,Yes,20832.3,,14080.0,,1.4795667613636363,1.1112389473091375,1.331456897678401,878.383672831809,36.7940213978892,Yes
HU,Hungary,M,"Professional, scientific and technical activities",2021,3.71,,1.3,,0.49,,0.77,,0.08,,0.0,,1.47,,0.12,,3472.63,98039.0,4,4,35.42090392598864,0,No,Yes,Yes,8508.0,,8489.7,,1.0021555531997597,1.0021555531997597,1.0,3472.63,35.42090392598864,Yes
HU,Hungary,M,"Professional, scientific and technical activities",2023,5.24,,2.11,,1.07,,2.01,,1.07,,0.5,,1.87,,0.34,,4787.17,111327.0,4,4,43.00097909761334,0,No,Yes,Yes,10596.7,,9171.6,,1.155381830869205,1.0021555531997597,1.1528967006970252,4152.297423616308,37.2982063975164,Yes
