estimator,specification,ai_variable,indicator,beta_per_1pp,clustered_se,t_stat,p_value,ci95_low,ci95_high,effect_10pp_pct,n,clusters,r2_absorbing_ls
linearmodels.AbsorbingLS,M3_entity_countryyear_FE,ai_any_pct,Adopción general,-0.0010706278884205311,0.0009285608838854805,-1.1529969730585505,0.24972877636977198,-0.002897133411060691,0.0007558776342196289,-1.0649170667633157,627,209,0.9893167797739608
linearmodels.AbsorbingLS,M3_entity_countryyear_FE,ai_ge2_pct,Dos o más tecnologías,-0.0015338711811145784,0.0009849660797859939,-1.5572832532952268,0.12034743121044778,-0.003471369008175961,0.0004036266459468043,-1.5221672943737108,625,209,0.9891993952416317
linearmodels.AbsorbingLS,M3_entity_countryyear_FE,ai_ge3_pct,Tres o más tecnologías,-0.001913007907571231,0.0013986577144280037,-1.367745580521519,0.1723338406174637,-0.004664541803923524,0.0008385259887810613,-1.8948260361047353,615,208,0.989127969252372
linearmodels.AbsorbingLS,M3_entity_countryyear_FE,ai_workflow_pct,Procesos y decisiones,-0.000293514013142177,0.0016583737941911882,-0.1769890564903239,0.8596242625384993,-0.0035556877752112516,0.0029686597489268977,-0.29308368189309153,624,209,0.9892615645085938
linearmodels.AbsorbingLS,M3_entity_countryyear_FE,ai_production_pct,Producción,-0.0011099503543220543,0.0017605268566036705,-0.6304648805320248,0.5288579671259441,-0.004574132016081329,0.00235423130743722,-1.1038131330669887,597,208,0.9894073513595081
linearmodels.AbsorbingLS,M3_entity_countryyear_FE,ai_logistics_pct,Logística,0.0010139570428003893,0.008167383922160125,0.12414710174812207,0.9012816682101015,-0.015058446099618634,0.01708636018521941,1.0191150056591436,590,208,0.9892188769377382
linearmodels.AbsorbingLS,M3_entity_countryyear_FE,ai_marketing_pct,Marketing y ventas,-0.0037800025935809845,0.0021411088159723627,-1.7654416092179486,0.07846146550663291,-0.007992736315797907,0.0004327311286359387,-3.7094522238813377,603,208,0.9895419831919857
linearmodels.AbsorbingLS,M3_entity_countryyear_FE,ai_security_pct,Seguridad informática,-0.0012039346375383286,0.0023585678354456187,-0.5104515627852874,0.6101031633908454,-0.005844998801119985,0.0034371295260433275,-1.1967163413764026,592,205,0.989361563873893
