country_code,sector_code,year,gva_current_meur_na,gva_current_meur_na_status,gva_volume_2020_meur_na,gva_volume_2020_meur_na_status,na_deflator_cp_over_clv20,na_deflator_base,na_deflator_norm_2021
ES,N,2021,42823.0,,43135.0,,0.9927668946331285,0.9927668946331285,1.0
ES,N,2023,52984.0,p,50538.0,p,1.0483992243460367,0.9927668946331285,1.0560376559831468
ES,N,2024,56843.0,p,53170.0,p,1.0690803084446117,0.9927668946331285,1.0768694184143643
FI,C,2021,37166.0,,34080.2,,1.0905452432790887,1.0905452432790887,1.0
FI,C,2023,39433.0,,30555.2,,1.2905495627585484,1.0905452432790887,1.1833984611936683
FI,C,2024,39210.0,,32110.6,,1.221092100427896,1.0905452432790887,1.1197078781951995
FI,F,2021,14924.0,,15352.4,,0.9720955681196426,0.9720955681196426,1.0
FI,F,2023,14921.0,,13585.9,,1.0982710015530808,0.9720955681196426,1.1297973548809646
FI,F,2024,13900.0,,12795.2,,1.0863448793297485,0.9720955681196426,1.1175288880609777
FI,G,2021,19070.0,,18831.9,,1.0126434401202216,1.0126434401202216,1.0
FI,G,2023,20439.0,,16602.1,,1.2311093174959795,1.0126434401202216,1.2157382043079463
FI,G,2024,20280.0,,16350.6,,1.2403214560933544,1.0126434401202216,1.2248353240170131
FI,H,2021,8250.0,,8082.9,,1.0206732732063988,1.0206732732063988,1.0
FI,H,2023,10126.0,,7990.8,,1.2672072883816388,1.0206732732063988,1.2415405807587814
FI,H,2024,10025.0,,7938.1,,1.2628966629294163,1.0206732732063988,1.2373172650657185
FI,I,2021,2562.0,,2525.8,,1.0143320928022803,1.0143320928022803,1.0
FI,I,2023,4112.0,,3705.2,,1.1097916441757532,1.0143320928022803,1.0941107474079304
FI,I,2024,4313.0,,3660.3,,1.1783187170450509,1.0143320928022803,1.161669561089926
FI,J,2021,13796.0,,13993.5,,0.9858863043555937,0.9858863043555937,1.0
FI,J,2023,15062.0,,14988.5,,1.0049037595489876,0.9858863043555937,1.0192897042076514
FI,J,2024,15885.0,,15551.4,,1.021451444885991,0.9858863043555937,1.0360742819666653
FI,L,2021,28221.0,,28210.3,,1.0003792940876206,1.0003792940876206,1.0
FI,L,2023,29943.0,,29957.6,,0.9995126445376132,1.0003792940876206,0.9991336790404106
FI,L,2024,30438.0,,29768.4,,1.0224936509856088,1.0003792940876206,1.022105972233419
FI,M,2021,11745.0,,11657.5,,1.0075058974908857,1.0075058974908857,1.0
FI,M,2023,12609.0,,12162.8,,1.0366856315979873,1.0075058974908857,1.0289623457091135
FI,M,2024,12880.0,,11935.7,,1.0791155943932906,1.0075058974908857,1.0710762061847412
FI,N,2021,7788.0,,7600.9,,1.0246155060584932,1.0246155060584932,1.0
FI,N,2023,8599.0,,8092.2,,1.0626282098811202,1.0246155060584932,1.0370994813155374
FI,N,2024,9123.0,,8404.0,,1.0855544978581628,1.0246155060584932,1.0594749849473688
FR,C,2021,228132.6,,232844.8,,0.9797624855697873,0.9797624855697873,1.0
