country_code,sector_code,year,gva_current_meur_na,gva_current_meur_na_status,gva_volume_2020_meur_na,gva_volume_2020_meur_na_status,na_deflator_cp_over_clv20,na_deflator_base,na_deflator_norm_2021
FR,C,2023,287169.2,,239888.8,,1.19709298641704,0.9797624855697873,1.2218195777529315
FR,C,2024,298287.7,p,250158.6,p,1.1923943450275145,0.9797624855697873,1.2170238834303497
FR,F,2021,125991.1,,122587.4,,1.0277654962908098,1.0277654962908098,1.0
FR,F,2023,142708.5,,123077.4,,1.159502069429481,1.0277654962908098,1.1281776568819508
FR,F,2024,145655.7,p,123132.7,p,1.1829164795379294,1.0277654962908098,1.150959517328668
FR,G,2021,227549.8,,220718.4,,1.0309507499148236,1.0309507499148236,1.0
FR,G,2023,249764.5,,215488.1,,1.1590640039983646,1.0309507499148236,1.1242670943244628
FR,G,2024,251366.4,p,217004.6,p,1.1583459521134574,1.0309507499148236,1.1235705994773844
FR,H,2021,109418.9,,97103.5,,1.1268275602836149,1.1268275602836149,1.0
FR,H,2023,116983.1,,110831.4,,1.0555050283583896,1.1268275602836149,0.9367050164203705
FR,H,2024,123823.2,p,110678.5,p,1.118764710399942,1.1268275602836149,0.9928446461838017
FR,I,2021,32353.9,,32523.0,,0.994800602650432,0.994800602650432,1.0
FR,I,2023,61442.1,,61854.4,,0.9933343464652473,0.994800602650432,0.9985260803207415
FR,I,2024,68720.8,p,66272.8,p,1.0369382310691566,0.994800602650432,1.0423578637834134
FR,J,2021,124843.4,,126648.4,,0.9857479447036046,0.9857479447036046,1.0
FR,J,2023,138234.7,,144219.8,,0.9585001504647769,0.9857479447036046,0.9723582540696845
FR,J,2024,144044.4,p,147433.2,p,0.9770146751206648,0.9857479447036046,0.9911404638174866
FR,L,2021,310139.4,,309241.5,,1.0029035559586925,1.0029035559586925,1.0
FR,L,2023,372697.4,,319318.3,,1.1671658028994893,1.0029035559586925,1.1637866831410082
FR,L,2024,380347.3,p,318979.1,p,1.192389407331076,1.0029035559586925,1.1889372614610492
FR,M,2021,192205.5,,191224.8,,1.0051285188950387,1.0051285188950387,1.0
FR,M,2023,210556.8,,198222.3,,1.0622255921760568,1.0051285188950387,1.0568057439498246
FR,M,2024,219963.3,p,204043.9,p,1.0780194850225857,1.0051285188950387,1.072519050805242
FR,N,2021,127420.8,,126828.1,,1.004673254586326,1.004673254586326,1.0
FR,N,2023,149283.1,,134169.3,,1.1126472300295225,1.004673254586326,1.10747173267557
FR,N,2024,158894.5,p,138468.1,p,1.1475170093328355,1.004673254586326,1.1421793146124164
HR,C,2021,6807.1,,6803.4,,1.0005438457241969,1.0005438457241969,1.0
HR,C,2023,9680.3,,7202.9,,1.3439448000111065,1.0005438457241969,1.3432142986581013
HR,C,2024,9000.9,p,7003.8,p,1.2851452068876894,1.0005438457241969,1.2844466660603935
HR,F,2021,2901.7,,2946.5,,0.9847955201086034,0.9847955201086034,1.0
HR,F,2023,4857.6,,3645.0,,1.3326748971193416,0.9847955201086034,1.3532503650832755
HR,F,2024,5452.7,p,4196.1,p,1.2994685541336002,0.9847955201086034,1.3195313418873946
HR,G,2021,5743.0,,5871.3,,0.9781479399792209,0.9781479399792209,1.0
HR,G,2023,8322.9,,6526.5,,1.2752470696391633,0.9781479399792209,1.3037363956072472
HR,G,2024,8999.3,p,6989.0,p,1.2876377164115036,0.9781479399792209,1.3164038524058612
HR,H,2021,2533.9,,2470.7,,1.0255797951997412,1.0255797951997412,1.0
HR,H,2023,3599.2,,2943.1,,1.22292820495396,1.0255797951997412,1.1924261872922168
HR,H,2024,3302.5,p,3024.2,p,1.0920243370147478,1.0255797951997412,1.06478729605049
HR,I,2021,2435.2,,2331.8,,1.0443434256797322,1.0443434256797322,1.0
HR,I,2023,4565.9,,3314.3,,1.377636303291796,1.0443434256797322,1.319141069323181
HR,I,2024,5287.7,p,3522.4,p,1.5011639791051554,1.0443434256797322,1.437423688599459
HR,J,2021,2825.6,,2661.9,,1.0614974266501371,1.0614974266501371,1.0
HR,J,2023,3802.7,,3321.8,,1.1447709073393941,1.0614974266501371,1.0784490650646705
HR,J,2024,4040.8,p,3428.8,p,1.1784881007932804,1.0614974266501371,1.110212866471416
HR,L,2021,4432.3,,4242.1,,1.044836283915985,1.044836283915985,1.0
HR,L,2023,5565.8,,4635.9,,1.2005867253392006,1.044836283915985,1.1490668383370761
HR,L,2024,6121.6,p,4729.0,p,1.2944808627616833,1.044836283915985,1.2389317663338077
HR,M,2021,2521.1,,2503.5,,1.0070301577791092,1.0070301577791092,1.0
HR,M,2023,3756.7,,3065.1,,1.2256370102117387,1.0070301577791092,1.2170807405755772
HR,M,2024,4323.7,p,3123.4,p,1.3842927578920405,1.0070301577791092,1.3746288998384528
HR,N,2021,1062.7,,990.6,,1.072784171209368,1.072784171209368,1.0
HR,N,2023,1700.1,,1169.9,,1.453201128301564,1.072784171209368,1.3546071682464753
HR,N,2024,1935.2,p,1230.1,p,1.573205430452809,1.072784171209368,1.4664696522128096
HU,C,2021,25612.2,,25687.4,,0.9970724946861107,0.9970724946861107,1.0
HU,C,2023,33825.8,,25632.1,,1.319665575586862,0.9970724946861107,1.3235402466921997
HU,C,2024,32693.2,,24647.0,,1.3264575810443462,0.9970724946861107,1.3303521941621
HU,F,2021,8052.4,,7363.8,,1.0935115022135309,1.0935115022135309,1.0
HU,F,2023,10443.1,,7000.6,,1.4917435648372996,1.0935115022135309,1.3641772965512031
HU,F,2024,10547.7,,6972.3,,1.5128006540166086,1.0935115022135309,1.3834336913277412
HU,G,2021,14717.5,,14186.5,,1.0374299510097629,1.0374299510097629,1.0
HU,G,2023,17688.0,,13785.7,,1.2830686871178105,1.0374299510097629,1.2367762140171101
HU,G,2024,17728.5,,13888.0,,1.276533698156682,1.0374299510097629,1.2304770041718884
HU,H,2021,6876.1,,7087.8,,0.9701317757273061,0.9701317757273061,1.0
HU,H,2023,8957.7,,7856.8,,1.14012065981061,0.9701317757273061,1.1752224680568404
HU,H,2024,9391.0,,7946.8,,1.1817335279609402,0.9701317757273061,1.2181165049201657
HU,I,2021,2131.8,,2157.2,,0.9882254774707956,0.9882254774707956,1.0
HU,I,2023,3790.2,,2902.0,,1.306064782908339,0.9882254774707956,1.3216263015713803
HU,I,2024,4135.6,,3026.8,,1.366327474560592,0.9882254774707956,1.3826070119720935
HU,J,2021,7002.7,,7229.3,,0.9686553331581204,0.9686553331581204,1.0
HU,J,2023,8818.6,,8291.6,,1.063558299966231,0.9686553331581204,1.0979739269061752
HU,J,2024,9496.4,,8579.9,,1.1068194267998461,0.9686553331581204,1.142634938261546
HU,L,2021,13811.7,,12429.1,,1.1112389473091375,1.1112389473091375,1.0
HU,L,2023,19182.9,,14105.3,,1.3599781642361384,1.1112389473091375,1.2238395419178947
HU,L,2024,20832.3,,14080.0,,1.4795667613636363,1.1112389473091375,1.331456897678401
HU,M,2021,8508.0,,8489.7,,1.0021555531997597,1.0021555531997597,1.0
HU,M,2023,10596.7,,9171.6,,1.155381830869205,1.0021555531997597,1.1528967006970252
HU,M,2024,11152.5,,9393.8,,1.1872192297046988,1.0021555531997597,1.1846656199369983
HU,N,2021,4909.1,,4856.9,,1.0107475962033396,1.0107475962033396,1.0
HU,N,2023,6963.3,,5842.8,,1.1917744916820703,1.0107475962033396,1.1791019797214657
HU,N,2024,7472.2,,5993.3,,1.246758880750171,1.0107475962033396,1.2335017025351909
IE,C,2021,153880.8,,159254.8,,0.9662553342191256,0.9662553342191256,1.0
IE,C,2023,156393.1,,146761.8,,1.0656253875327233,0.9662553342191256,1.1028403671312232
IE,C,2024,166390.1,,145310.8,,1.145063546549878,0.9662553342191256,1.1850527557245056
IE,F,2021,10129.7,,9274.6,,1.0921980462769285,1.0921980462769285,1.0
IE,F,2023,13563.7,,9952.9,,1.362788734941575,1.0921980462769285,1.247748738964543
IE,F,2024,14312.0,,10030.2,,1.4268907898147594,1.0921980462769285,1.3064396101775932
IE,G,2021,28151.2,,31081.7,,0.9057162253029918,0.9057162253029918,1.0
IE,G,2023,34251.3,,33776.8,,1.0140481040240639,0.9057162253029918,1.1196090736751807
IE,G,2024,34284.0,,33500.9,,1.0233754914047084,0.9057162253029918,1.1299074288553854
IE,H,2021,4859.2,,3758.7,,1.2927873998989012,1.2927873998989012,1.0
IE,H,2023,9293.1,,3467.7,,2.6799031058050007,1.2927873998989012,2.072965056756103
IE,H,2024,9664.5,,3611.0,,2.6764054278593186,1.2927873998989012,2.0702595245503006
IE,I,2021,3899.1,,2285.4,,1.7060908374901549,1.7060908374901549,1.0
IE,I,2023,8240.8,,4191.1,,1.9662618405669152,1.7060908374901549,1.152495399048916
IE,I,2024,8831.6,,4329.6,,2.0398189209164816,1.7060908374901549,1.195609797610353
IE,J,2021,79588.8,,76061.8,,1.046370188452022,1.046370188452022,1.0
IE,J,2023,101202.1,,91960.3,,1.1004977147747452,1.046370188452022,1.051728849808688
IE,J,2024,111214.9,,97661.3,,1.1387816873213852,1.046370188452022,1.0883162573716618
IE,L,2021,22215.8,,22728.1,,0.9774596204698149,0.9774596204698149,1.0
IE,L,2023,27429.0,,23939.7,,1.1457537061867944,0.9774596204698149,1.1721749749990584
IE,L,2024,30767.8,,25370.0,,1.2127631060307449,0.9774596204698149,1.2407296226189186
IE,M,2021,23704.8,,23306.6,,1.017085289145564,1.017085289145564,1.0
IE,M,2023,31534.5,,27672.0,,1.139581526452732,1.017085289145564,1.1204385105304935
IE,M,2024,33306.1,,28664.9,,1.1619123038977983,1.017085289145564,1.14239416919883
IE,N,2021,20853.5,,19770.5,,1.0547785842543183,1.0547785842543183,1.0
IE,N,2023,27457.8,,21296.5,,1.2893104500739558,1.0547785842543183,1.2223517516573785
IE,N,2024,29089.6,,21557.1,,1.3494208404655543,1.0547785842543183,1.2793403853753205
IT,C,2021,283106.8,,279551.0,,1.012719682633938,1.012719682633938,1.0
IT,C,2023,331429.4,,283976.0,,1.167103558047159,1.012719682633938,1.1524448256122473
IT,C,2024,332148.8,,286474.0,,1.159437854744235,1.012719682633938,1.144875402963142
IT,F,2021,85329.4,,80379.6,,1.0615803014695269,1.0615803014695269,1.0
IT,F,2023,116675.7,,104351.3,,1.1181049014243234,1.0615803014695269,1.0532457129023123
IT,F,2024,110868.6,,99837.8,,1.1104872102550336,1.0615803014695269,1.0460699098483701
IT,G,2021,199798.3,,200673.2,,0.9956401751703764,0.9956401751703764,1.0
IT,G,2023,227029.8,,201200.1,,1.128378166810056,0.9956401751703764,1.1333192401732537
IT,G,2024,226415.6,,199048.0,,1.1374924641292552,0.9956401751703764,1.1424734482360606
IT,H,2021,77680.9,,76243.0,,1.018859436276117,1.018859436276117,1.0
IT,H,2023,92498.8,,83343.3,,1.109852861597753,1.018859436276117,1.089309105929482
IT,H,2024,98368.1,,85011.1,,1.1571206583610847,1.018859436276117,1.135701959624878
IT,I,2021,49920.3,,49861.7,,1.0011752507435567,1.0011752507435567,1.0
IT,I,2023,76923.0,,66203.6,,1.161915666217547,1.0011752507435567,1.1605517269375276
IT,I,2024,80928.1,,65948.3,,1.2271445966006707,1.0011752507435567,1.2257040869610891
IT,J,2021,61689.1,,62702.6,,0.9838363959389244,0.9838363959389244,1.0
IT,J,2023,65207.6,,68259.1,,0.9552953379109891,0.9838363959389244,0.9709900364067167
IT,J,2024,68273.0,,69395.4,,0.9838260172864485,0.9838363959389244,0.9999894508349978
IT,L,2021,216931.9,,214775.1,,1.0100421324445896,1.0100421324445896,1.0
IT,L,2023,240660.2,,227210.3,,1.0591958199078124,1.0100421324445896,1.0486649872161835
IT,L,2024,247827.8,,228970.7,,1.0823559520934336,1.0100421324445896,1.0715948546362357
IT,M,2021,112993.0,,113185.9,,0.9982957241140461,0.9982957241140461,1.0
IT,M,2023,138650.4,,136533.3,,1.0155061073012959,0.9982957241140461,1.0172397645021702
IT,M,2024,140920.3,,136441.2,,1.0328280607323885,0.9982957241140461,1.034591289719275
IT,N,2021,60912.3,,61049.2,,0.9977575463724341,0.9977575463724341,1.0
IT,N,2023,69875.6,,64789.9,,1.0784952592919577,0.9977575463724341,1.0809191704067418
IT,N,2024,71289.0,,62933.8,,1.132761727402445,0.9977575463724341,1.1353076020530721
LT,C,2021,9022.2,,8628.3,,1.0456520983275965,1.0456520983275965,1.0
LT,C,2023,11089.0,,8855.1,,1.2522727016069835,1.0456520983275965,1.1975997596235435
LT,C,2024,10727.8,,9111.8,,1.1773524440834962,1.0456520983275965,1.1259504437150172
LT,F,2021,3582.3,,3384.5,,1.0584429014625498,1.0584429014625498,1.0
LT,F,2023,4943.8,,3753.4,,1.3171524484467416,1.0584429014625498,1.2444246606280873
LT,F,2024,5398.9,,3920.0,,1.3772704081632652,1.0584429014625498,1.3012231517261454
LT,G,2021,8302.6,,8046.8,,1.0317890341502212,1.0317890341502212,1.0
LT,G,2023,10249.6,,7784.2,,1.3167184810256674,1.0317890341502212,1.2761508772092285
LT,G,2024,10229.1,,7988.9,,1.2804140745284083,1.0317890341502212,1.2409649958946831
LT,H,2021,5577.1,,5388.1,,1.0350772999758728,1.0350772999758728,1.0
LT,H,2023,7280.2,,4797.6,,1.5174670668667665,1.0350772999758728,1.4660422626427398
LT,H,2024,7333.0,,4811.5,,1.5240569468980567,1.0350772999758728,1.4724088209968296
LT,I,2021,710.4,,688.3,,1.032108092401569,1.032108092401569,1.0
LT,I,2023,1256.8,,879.4,,1.4291562428928815,1.032108092401569,1.3846962865754087
LT,I,2024,1262.9,,830.3,,1.5210165000602194,1.032108092401569,1.4736988414857108
LT,J,2021,2174.0,,2065.8,,1.0523768031755252,1.0523768031755252,1.0
LT,J,2023,3445.6,,2768.2,,1.244707752330034,1.0523768031755252,1.182758636045715
LT,J,2024,3836.9,,3149.0,,1.218450301683074,1.0523768031755252,1.1578080189590132
LT,L,2021,3223.5,,3113.8,,1.0352302652707301,1.0352302652707301,1.0
LT,L,2023,4361.7,,3261.7,,1.3372474476499985,1.0352302652707301,1.2917391352544023
LT,L,2024,4772.1,,3307.3,,1.4428990415142262,1.0352302652707301,1.3937952646089649
LT,M,2021,2139.3,,2110.3,,1.0137421219731793,1.0137421219731793,1.0
LT,M,2023,2805.5,,2403.6,,1.167207522050258,1.0137421219731793,1.151385048278717
LT,M,2024,3129.1,,2612.4,,1.1977874751186648,1.0137421219731793,1.1815504645177946
LT,N,2021,1778.9,,1615.6,,1.101076999257242,1.101076999257242,1.0
LT,N,2023,2546.9,,1982.5,,1.2846910466582597,1.101076999257242,1.1667585895671955
LT,N,2024,2794.0,,2116.9,,1.3198545042278804,1.101076999257242,1.1986941014281653
LU,C,2021,3392.8,,3253.5,,1.0428154295374212,1.0428154295374212,1.0
LU,C,2023,3326.8,,3584.0,,0.9282366071428572,1.0428154295374212,0.890125501455814
LU,C,2024,3415.3,p,3827.7,p,0.8922590589649138,1.0428154295374212,0.8556251026710525
LU,F,2021,3503.0,,3161.0,,1.1081936096172098,1.1081936096172098,1.0
LU,F,2023,3371.9,,2153.5,,1.5657766426747157,1.1081936096172098,1.4129089259191483
LU,F,2024,3848.8,p,2428.2,p,1.5850424182522034,1.1081936096172098,1.430293772222442
LU,G,2021,5327.2,,4640.1,,1.1480787052003187,1.1480787052003187,1.0
LU,G,2023,6454.8,,4590.6,,1.4060907070971114,1.1480787052003187,1.2247337231568756
LU,G,2024,6368.2,p,4193.9,p,1.5184434535873532,1.1480787052003187,1.3225952599847348
LU,H,2021,4100.3,,3900.9,,1.0511164090338128,1.0511164090338128,1.0
LU,H,2023,3243.7,,2949.9,,1.0995965964947962,1.0511164090338128,1.0461225674381265
LU,H,2024,3526.8,p,2912.0,p,1.2111263736263738,1.0511164090338128,1.1522285859276447
LU,I,2021,684.6,,752.3,,0.9100093047986176,0.9100093047986176,1.0
LU,I,2023,1273.0,,1255.9,,1.0136157337367624,0.9100093047986176,1.1138520544700063
LU,I,2024,1352.2,p,1243.3,p,1.0875894796107135,0.9100093047986176,1.1951410539163596
LU,J,2021,3563.3,,3819.2,,0.9329964390448262,0.9329964390448262,1.0
LU,J,2023,5073.6,,6086.2,,0.8336236075055043,0.9329964390448262,0.8934906636502742
LU,J,2024,4034.7,p,4537.6,p,0.8891704866008462,0.9329964390448262,0.9530266669732976
LU,L,2021,4960.4,,4905.7,,1.0111502945553132,1.0111502945553132,1.0
LU,L,2023,5708.6,,5323.1,,1.0724202062707822,1.0111502945553132,1.0605942677813434
LU,L,2024,5995.9,p,5458.7,p,1.0984117097477422,1.0111502945553132,1.086299154203189
LU,M,2021,7301.8,,5822.9,,1.253979975613526,1.253979975613526,1.0
LU,M,2023,8364.6,,5457.0,,1.5328202308960968,1.253979975613526,1.2223642009483802
LU,M,2024,8105.4,p,5020.5,p,1.6144607110845532,1.253979975613526,1.2874692917601476
LU,N,2021,2589.9,,2549.6,,1.015806401004079,1.015806401004079,1.0
LU,N,2023,3127.9,,2666.6,,1.17299182479562,1.015806401004079,1.1547395484377438
LU,N,2024,3196.7,p,2686.1,p,1.1900897211570678,1.015806401004079,1.1715713939001737
LV,C,2021,4147.9,,3696.8,,1.1220244535814756,1.1220244535814756,1.0
LV,C,2023,4305.3,,3461.6,,1.2437312225560435,1.1220244535814756,1.1084706920478273
LV,C,2024,4044.7,,3347.8,,1.2081665571420035,1.1220244535814756,1.0767738201119987
LV,F,2021,1552.4,,1451.3,,1.0696616826293668,1.0696616826293668,1.0
LV,F,2023,2128.4,,1482.4,,1.4357798165137614,1.0696616826293668,1.3422747022071773
LV,F,2024,2105.8,,1397.1,,1.507265049030134,1.0696616826293668,1.4091044612583312
LV,G,2021,4123.4,,4699.7,,0.8773751516054216,0.8773751516054216,1.0
LV,G,2023,5162.9,,5078.7,,1.0165790458188118,0.8773751516054216,1.1586594901379128
LV,G,2024,4916.2,,5120.9,,0.9600265578316312,0.8773751516054216,1.0942030396860156
LV,H,2021,1903.3,,1897.6,,1.0030037942664418,1.0030037942664418,1.0
LV,H,2023,2288.2,,1755.4,,1.3035205651133643,1.0030037942664418,1.2996167836700048
LV,H,2024,2093.6,,1565.9,,1.3369946995338142,1.0030037942664418,1.3329906698026406
LV,I,2021,337.3,,335.9,,1.004167907115213,1.004167907115213,1.0
LV,I,2023,671.5,,493.2,,1.3615166261151663,1.004167907115213,1.3558655046311423
LV,I,2024,727.8,,499.3,,1.457640696975766,1.004167907115213,1.451590602176578
LV,J,2021,1881.4,,1866.7,,1.007874859377511,1.007874859377511,1.0
LV,J,2023,2366.4,,2007.2,,1.1789557592666402,1.007874859377511,1.1697441882763036
LV,J,2024,2480.2,,1986.7,,1.2484018724518045,1.007874859377511,1.2386476960273112
LV,L,2021,2379.3,,2424.7,,0.9812760341485546,0.9812760341485546,1.0
LV,L,2023,2979.6,,2758.4,,1.080191415313225,0.9812760341485546,1.1008028095280025
LV,L,2024,3168.8,,2687.0,,1.1793077781912915,0.9812760341485546,1.2018104357501889
LV,M,2021,1450.9,,1419.3,,1.0222644965828227,1.0222644965828227,1.0
LV,M,2023,1692.6,,1410.3,,1.2001701765581791,1.0222644965828227,1.174030968081207
LV,M,2024,1724.2,,1345.0,,1.2819330855018587,1.0222644965828227,1.254013114792741
LV,N,2021,810.1,,811.8,,0.9979058881497906,0.9979058881497906,1.0
LV,N,2023,1045.5,,841.0,,1.2431629013079668,0.9979058881497906,1.2457716865594461
LV,N,2024,1183.6,,933.0,,1.2685959271168274,0.9979058881497906,1.2712580837346505
MT,C,2021,1028.8,,984.0,,1.0455284552845527,1.0455284552845527,1.0
MT,C,2023,1214.1,,1078.6,,1.1256258112367885,1.0455284552845527,1.0766094462062596
MT,C,2024,1306.9,,1157.9,,1.1286812332671214,1.0455284552845527,1.0795318171995019
MT,F,2021,648.1,,605.0,,1.0712396694214876,1.0712396694214876,1.0
MT,F,2023,760.5,,574.2,,1.3244514106583072,1.0712396694214876,1.2363726330015057
MT,F,2024,893.6,,669.7,,1.3343288039420635,1.0712396694214876,1.2455931590571647
MT,G,2021,1215.9,,1179.1,,1.0312102451021967,1.0312102451021967,1.0
MT,G,2023,1599.7,,1385.6,,1.154517898383372,1.0312102451021967,1.1195756673935633
MT,G,2024,1655.1,,1356.7,,1.2199454558856047,1.0312102451021967,1.1830230175464398
MT,H,2021,596.4,,722.8,,0.8251245157719979,0.8251245157719979,1.0
MT,H,2023,1045.8,,849.6,,1.2309322033898304,0.8251245157719979,1.4918138776159782
MT,H,2024,1031.9,,813.4,,1.268625522498156,0.8251245157719979,1.5374958545634927
MT,I,2021,357.5,,356.5,,1.002805049088359,1.002805049088359,1.0
MT,I,2023,829.5,,798.7,,1.0385626643295354,1.002805049088359,1.0356575939398023
MT,I,2024,996.9,,936.9,,1.064040986231188,1.002805049088359,1.0610646478081636
MT,J,2021,1601.5,,1487.1,,1.0769282496133414,1.0769282496133414,1.0
MT,J,2023,2394.7,,2195.3,,1.0908304104222655,1.0769282496133414,1.0129090873174842
MT,J,2024,2653.4,,2375.5,,1.1169858977057463,1.0769282496133414,1.0371962088530848
MT,L,2021,1064.7,,1074.2,,0.9911562092720164,0.9911562092720164,1.0
MT,L,2023,1562.0,,1124.7,,1.3888147950564596,0.9911562092720164,1.4012067745370986
MT,L,2024,1827.0,,1193.0,,1.531433361274099,0.9911562092720164,1.545097883611005
MT,M,2021,1528.9,,1368.9,,1.1168821681642194,1.1168821681642194,1.0
MT,M,2023,1944.2,,1579.9,,1.2305842141907715,1.1168821681642194,1.1018030811732273
MT,M,2024,2134.4,,1662.8,,1.2836179937454897,1.1168821681642194,1.1492868543647072
MT,N,2021,1116.9,,1102.8,,1.01278563656148,1.01278563656148,1.0
MT,N,2023,1542.5,,1417.4,,1.0882601947227317,1.01278563656148,1.0745217501479347
MT,N,2024,1659.0,,1601.0,,1.0362273579013117,1.01278563656148,1.0231457877102395
NL,C,2021,95886.0,,95257.0,,1.0066031892669305,1.0066031892669305,1.0
NL,C,2023,109965.0,,98250.0,,1.1192366412213741,1.0066031892669305,1.1118945907934885
NL,C,2024,116952.0,,101723.8,,1.1497014464658222,1.0066031892669305,1.1421595507789961
NL,F,2021,41332.0,,40009.0,,1.0330675597990453,1.0330675597990453,1.0
NL,F,2023,48484.0,,43778.1,,1.1074943864626376,1.0330675597990453,1.0720444911444804
NL,F,2024,51148.0,,41272.4,,1.239278549345325,1.0330675597990453,1.1996103619654772
NL,G,2021,117519.0,,113250.0,,1.0376953642384106,1.0376953642384106,1.0
NL,G,2023,124979.0,,110450.6,,1.131537538048684,1.0376953642384106,1.0904332591667174
NL,G,2024,129469.0,,111927.3,,1.1567240521302666,1.0376953642384106,1.114704846907757
NL,H,2021,34289.0,,33949.0,,1.0100150225338007,1.0100150225338007,1.0
NL,H,2023,45597.0,,38609.3,,1.1809848922409885,1.0100150225338007,1.1692745809644294
NL,H,2024,47235.0,,39374.8,,1.199625140953097,1.0100150225338007,1.187729998256487
NL,I,2021,10087.0,,9911.0,,1.0177580466148723,1.0177580466148723,1.0
NL,I,2023,18887.0,,16860.7,,1.1201788775080512,1.0177580466148723,1.1006337716845738
NL,I,2024,20219.0,,16324.2,,1.238590558802269,1.0177580466148723,1.2169793822037562
NL,J,2021,39019.0,,38975.0,,1.0011289288005132,1.0011289288005132,1.0
NL,J,2023,47186.0,,45397.8,,1.0393895739441117,1.0011289288005132,1.0382175003068186
NL,J,2024,51015.0,,47394.1,,1.0763998050390238,1.0011289288005132,1.0751859966015518
NL,L,2021,50712.0,,48504.0,,1.045522018802573,1.045522018802573,1.0
NL,L,2023,75564.0,,50148.1,,1.5068168086128886,1.045522018802573,1.441210019028229
NL,L,2024,79779.0,,50920.6,,1.56673330636324,1.045522018802573,1.4985177530336529
NL,M,2021,74731.0,,73919.0,,1.0109849970914109,1.0109849970914109,1.0
NL,M,2023,87475.0,,80877.5,,1.0815739853482118,1.0109849970914109,1.0698219938573612
NL,M,2024,91744.0,,81247.4,,1.1291930572547553,1.0109849970914109,1.1169236541624528
NL,N,2021,56303.0,,55337.0,,1.01745667455771,1.01745667455771,1.0
NL,N,2023,68504.0,,58464.6,,1.1717175863685034,1.01745667455771,1.1516142315129545
NL,N,2024,72389.0,,58062.6,,1.2467405868838117,1.01745667455771,1.225350049844404
PL,C,2021,100862.8,,85519.0,,1.1794197780610156,1.1794197780610156,1.0
PL,C,2023,131271.2,,100740.9,,1.303057645901516,1.1794197780610156,1.1048294001341599
PL,C,2024,136411.8,,101506.6,,1.3438712359590408,1.1794197780610156,1.1394342039679766
PL,F,2021,35558.6,,40826.2,,0.8709750111448041,0.8709750111448041,1.0
PL,F,2023,46816.6,,41837.9,,1.1189997585920899,0.8709750111448041,1.2847667777761884
PL,F,2024,53103.3,,39423.8,,1.3469858308940283,0.8709750111448041,1.5465263798137658
PL,G,2021,81039.4,,81898.5,,0.98951018638925,0.98951018638925,1.0
PL,G,2023,97097.3,,84346.2,,1.1511757494706343,0.98951018638925,1.163379382350076
PL,G,2024,106428.1,,86428.3,,1.2314033713494308,0.98951018638925,1.244457498555781
PL,H,2021,31635.4,,35224.8,,0.8981002021303173,0.8981002021303173,1.0
PL,H,2023,48276.3,,38472.9,,1.2548131282019293,0.8981002021303173,1.397186110442331
PL,H,2024,53177.1,,39001.4,,1.3634664396662683,0.8981002021303173,1.5181673898214143
PL,I,2021,6748.7,,6400.2,,1.054451423393019,1.054451423393019,1.0
PL,I,2023,11211.6,,7048.8,,1.59056860742254,1.054451423393019,1.5084323204803505
PL,I,2024,13267.7,,7290.3,,1.8199113891060725,1.054451423393019,1.725931938381716
PL,J,2021,25135.4,,26193.8,,0.9595934915896129,0.9595934915896129,1.0
PL,J,2023,33532.4,,27879.8,,1.2027489436796535,0.9595934915896129,1.2533942280988606
PL,J,2024,36712.8,,28374.1,,1.2938842113053808,0.9595934915896129,1.3483670144135713
PL,L,2021,32032.6,,31695.0,,1.0106515223221328,1.0106515223221328,1.0
PL,L,2023,39695.5,,33241.7,,1.1941477120604542,1.0106515223221328,1.1815622751121075
PL,L,2024,44351.3,,33990.1,,1.3048299357754172,1.0106515223221328,1.291077989748002
PL,M,2021,28697.8,,30744.8,,0.9334196351903411,0.9334196351903411,1.0
PL,M,2023,38394.1,,33195.8,,1.156595111429759,0.9334196351903411,1.2390944735096647
PL,M,2024,41446.7,,34002.3,,1.2189381306558673,0.9334196351903411,1.3058843897228536
PL,N,2021,15888.5,,16320.5,,0.9735302227260194,0.9735302227260194,1.0
PL,N,2023,20624.4,,17346.2,,1.1889866368426514,0.9735302227260194,1.2213145612606913
PL,N,2024,23634.4,,17538.1,,1.3476032181365145,0.9735302227260194,1.3842438443904073
PT,C,2021,26938.2,,25470.3,,1.0576318300137808,1.0576318300137808,1.0
PT,C,2023,32661.2,,26318.4,,1.2410024925527388,1.0576318300137808,1.173378539993987
PT,C,2024,34043.5,p,26506.0,p,1.2843695766996153,1.0576318300137808,1.2143824913844359
PT,F,2021,8695.7,,8897.6,,0.9773084876820716,0.9773084876820716,1.0
PT,F,2023,11547.6,,9782.8,,1.180398249989778,0.9773084876820716,1.2078051760190724
PT,F,2024,12779.3,p,10012.4,p,1.2763473293116536,0.9773084876820716,1.3059820367863852
PT,G,2021,23942.5,,24365.6,,0.982635354762452,0.982635354762452,1.0
PT,G,2023,28298.9,,25161.3,,1.1246994392181644,0.982635354762452,1.1445745705842791
PT,G,2024,30188.6,p,25670.7,p,1.1759944216558176,0.982635354762452,1.196776012542424
PT,H,2021,7775.4,,7967.2,,0.9759262978210663,0.9759262978210663,1.0
PT,H,2023,11645.7,,10325.9,,1.12781452464192,0.9759262978210663,1.155634935916751
PT,H,2024,12401.7,p,10815.7,p,1.1466386826557688,0.9759262978210663,1.1749234396243333
PT,I,2021,7913.7,,7172.2,,1.1033852932154709,1.1033852932154709,1.0
