sector_code,sector_name,n,countries,productivity_mean_keur,productivity_median_keur,ai_any_mean_pct,ai_workflow_mean_pct,ai_production_mean_pct,ai_logistics_mean_pct,ai_marketing_mean_pct,ai_security_mean_pct
J,Information and communication,75,25,118.60012340547723,89.12888909724501,32.95666666666666,14.634933333333334,9.026,1.8458571428571429,12.4396,10.693513513513514
M,"Professional, scientific and technical activities",69,23,67.94359820503819,60.49805563864792,18.747826086956522,7.311449275362319,4.061969696969697,0.7836507936507936,4.541617647058823,4.969701492537314
L,Real estate activities,36,12,119.44231285634585,118.18473071339236,11.914722222222222,4.6875,1.4388571428571428,0.3364516129032258,3.3555882352941175,2.423235294117647
N,Administrative and support service activities,75,25,35.83361759699442,33.087989999107066,10.4716,3.5816,1.8850724637681158,0.5434246575342466,3.5275714285714286,3.0768181818181817
C,Manufacturing,78,26,94.19681576928683,51.38097474011848,8.906538461538462,3.444675324675325,3.159090909090909,1.1563157894736842,1.818961038961039,2.477922077922078
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,78,26,52.954907074124336,46.18607174287382,8.466923076923077,3.0551282051282054,1.3381333333333334,1.1606666666666667,3.5475000000000003,2.3385714285714285
H,Transportation and storage,78,26,60.60382632776938,56.767082627953144,7.642307692307693,2.7555128205128208,1.3129577464788733,2.081714285714286,1.7044444444444444,2.6598571428571427
F,Construction,66,22,52.76078291582884,45.063636479937486,4.954999999999999,0.9870769230769231,0.5284615384615385,0.2561904761904762,0.8245312499999999,1.0263492063492063
I,Accommodation and food service activities,72,24,28.428773489505748,28.92935978047977,4.715416666666666,1.2312676056338028,0.538125,0.26014492753623186,2.060597014925373,0.9934375
