country_code,sector_code,delta_labour_productivity_keur_2021_2024,delta_ai_any_pct_2021_2024,delta_ai_ge2_pct_2021_2024,delta_ai_ge3_pct_2021_2024,delta_ai_workflow_pct_2021_2024,delta_ai_production_pct_2021_2024,delta_ai_logistics_pct_2021_2024,delta_ai_marketing_pct_2021_2024,delta_ai_security_pct_2021_2024,delta_log_productivity_2021_2024
PT,H,18.2334113984872,-2.4799999999999995,0.77,-0.19000000000000006,-3.54,-0.98,-0.33000000000000007,-1.2199999999999998,-0.42999999999999994,0.3866181208793069
PT,I,10.384767902599794,2.1799999999999997,2.63,1.8099999999999998,-0.4900000000000002,1.17,-0.27999999999999997,0.33999999999999986,1.29,0.448959081789587
PT,N,4.6298052386222075,2.0999999999999996,-2.37,1.4500000000000002,3.91,-2.58,-0.08000000000000002,-2.13,0.7999999999999998,0.22203223322560817
RO,C,7.355366462973386,0.020000000000000018,0.19999999999999996,-0.14999999999999997,-0.020000000000000018,-0.3400000000000001,-0.05000000000000002,-0.08999999999999997,-0.22999999999999998,0.2574877027925737
RO,F,17.154100160583585,0.13,0.12,0.03,0.03,0.07,0.06,0.02,0.06999999999999999,0.6251969721380575
RO,G,1.1703280272562608,3.03,1.4300000000000002,0.43999999999999995,0.16000000000000003,0.76,-0.02999999999999997,1.6300000000000001,0.52,0.034548246190045706
RO,H,8.533867799269746,2.42,2.38,1.77,0.6100000000000001,1.16,0.51,0.53,1.74,0.37262807624210614
RO,I,6.346147176106001,-0.19,0.03,0.03,0.06,0.0,0.0,0.06,0.03,0.3854024375027856
RO,J,12.017520464554572,6.889999999999999,7.73,5.74,6.42,5.0600000000000005,2.13,2.9400000000000004,2.1700000000000004,0.2396696364880455
RO,L,24.12885772620014,3.42,3.59,0.0,3.17,0.0,0.0,0.0,-0.18,0.4165789377803222
RO,M,12.31829785763739,2.380000000000001,-0.07000000000000028,-0.1200000000000001,-0.3900000000000001,2.6,-1.0999999999999999,-2.29,-2.19,0.37374991491523213
RO,N,5.839456482370384,2.26,2.24,0.75,0.5299999999999999,0.59,-0.020000000000000004,1.85,0.23,0.33737523164102967
SE,C,11.854300749252332,10.62,6.800000000000001,2.1,2.1100000000000003,0.6499999999999999,0.56,2.21,-0.1299999999999999,0.10140866359105072
SE,F,8.369493878123222,10.83,2.84,2.84,0.2599999999999999,-0.05000000000000002,-0.07999999999999999,3.96,-0.43999999999999995,0.11397915803935454
SE,G,-1.711500795318642,10.629999999999999,5.41,5.34,3.2199999999999998,0.5100000000000002,-0.020000000000000018,10.33,-0.4299999999999997,-0.022241161470009985
SE,H,7.976696658632946,11.829999999999998,6.85,3.3499999999999996,2.07,-2.56,-0.5,1.7600000000000002,-0.10000000000000009,0.12672158492659769
SE,I,1.5103956184076779,6.2700000000000005,3.17,1.8200000000000003,2.26,2.43,-0.6599999999999999,3.43,-0.83,0.042581301665097104
SE,J,26.730848282774318,36.75,37.44,23.86,13.47,18.52,1.4200000000000002,17.240000000000002,5.689999999999998,0.19294573994918895
SE,L,48.36499009637788,19.369999999999997,9.03,3.84,2.34,3.66,-0.56,4.49,1.6999999999999997,0.19656842952662945
SE,M,12.223351149296533,37.24,25.47,15.110000000000003,11.169999999999998,6.930000000000001,-1.16,12.440000000000001,0.5300000000000002,0.1474001697321654
SE,N,8.506628422381496,13.049999999999999,8.27,6.09,2.13,4.27,2.03,6.590000000000001,0.9600000000000002,0.18474808278633015
SI,C,3.967825464537462,9.07,7.450000000000001,2.65,1.5100000000000002,3.2800000000000002,1.07,3.6799999999999997,7.65,0.06960899586587832
SI,F,11.176371435040679,7.779999999999999,2.89,2.35,0.78,1.55,1.33,0.6099999999999999,2.9200000000000004,0.27767702091091895
SI,G,6.078461844823856,12.510000000000002,8.56,4.9,1.7000000000000006,1.31,0.6200000000000001,7.57,8.55,0.1120303132962337
SI,H,10.08076753010291,6.449999999999999,1.9700000000000006,2.78,2.32,4.85,7.08,3.5599999999999996,-1.459999999999999,0.17519425249279763
SI,I,10.218294151265006,11.770000000000001,8.04,3.28,4.7,0.37,1.16,4.699999999999999,5.32,0.29500691361313036
SI,J,8.342634167560746,13.29,17.810000000000002,8.09,9.350000000000001,11.34,3.7,6.330000000000002,13.069999999999997,0.10812896760031165
SI,M,6.2655969084473355,11.780000000000001,10.379999999999999,1.85,1.6900000000000004,1.7399999999999993,0.22999999999999998,4.05,-0.9700000000000006,0.10969861050719087
SK,C,5.268482544918335,2.6799999999999997,2.1600000000000006,1.6900000000000002,0.75,-0.5700000000000001,-0.040000000000000036,0.10000000000000009,0.4900000000000001,0.11283398647786091
SK,F,11.004168604602405,4.1899999999999995,3.08,2.06,0.0,-0.95,0.0,0.030000000000000027,0.07,0.335980942030329
SK,G,7.57412467452113,6.7700000000000005,5.7700000000000005,4.75,3.82,1.9299999999999997,0.39,2.9,1.1400000000000001,0.19374126980034356
SK,H,6.032558136218817,1.9900000000000002,1.83,0.5,2.0,0.66,0.12,0.029999999999999805,2.61,0.16478541270864966
SK,I,11.489763051762615,2.52,-0.83,-0.42,1.31,-0.02999999999999997,0.39,-0.43999999999999995,0.39,0.6516170077961654
SK,J,13.594502917374783,11.0,8.790000000000001,7.18,3.51,6.859999999999999,1.42,7.859999999999999,2.7700000000000005,0.18574127089607018
SK,M,11.00099610451408,13.450000000000001,8.389999999999999,5.8,7.69,2.8800000000000003,0.79,4.279999999999999,5.57,0.24467343335463365
SK,N,7.407286888530905,9.770000000000001,7.040000000000001,0.6400000000000001,1.96,0.29000000000000004,0.0,4.61,-0.9300000000000002,0.27543412683307
